digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
-,00A000,A,No,-,Yes,K:1:2:3:4:5:6:7:8:9:10:11,Yes,K:1:2:3:4:5:6:7:8:9:10:11,,,,,10.81
-,00B000,A,No,-,No,-,No,-,,,,,5.92
-,10303,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,10,1.25,,0.91
1,10304,E,Yes,K:1:2:3:4:5,No,-,No,-,14.46,49,1.32,2004.0,0.74
0,10308,E,Yes,2:3:4:5,No,-,No,-,20.78,46,1.12,2001.0,0.69
1,10310,M,No,-,No,-,No,-,18.37,62,1.17,2003.0,0.83
92,10311,H,No,-,No,-,No,-,-,22,1.16,2009.0,-
0,10312,E,No,-,No,-,No,-,13.51,49,1.04,2007.0,1.34
1,10320,E,Yes,1:2:3:4:5,No,-,No,-,21.64,34,1.21,2000.0,1.04
0,10324,H,No,-,No,-,No,-,6.44,79,1.3,2000.0,1.12
0,10326,E,Yes,2:3:4:5,No,-,No,-,12.89,50,1.35,1999.0,0.73
2,10328,E,No,-,No,-,No,-,15.88,58,1.45,2001.0,1.06
0,10340,E,No,-,No,-,No,-,17.08,48,1.09,2000.0,1.51
0,10346,E,Yes,2:3:4:5,No,-,No,-,17.16,49,1.48,2002.0,0.85
1,10347,E,Yes,K:1:2:3:4:5,No,-,No,-,21.23,58,1.23,1999.0,0.83
0,10348,H,Yes,9:10:11:12,Yes,09:10:00,No,-,11.33,76,1.65,2000.0,0.55
5,10350,M,Yes,06:07:08,Yes,07:08:00,No,-,11.5,52,1.24,2002.0,0.88
0,10351,E,Yes,2:3:4:5,No,-,No,-,18.77,41,1.17,2001.0,0.78
1,10353,M,No,-,No,-,No,-,10.52,71,1.61,2001.0,0.75
1,10354,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,20.17,52,1.16,1998.0,0.91
0,10357,E,No,-,No,-,No,-,14.24,50,1.16,2002.0,0.58
1,10358,E,Yes,2:3:4:5,No,-,No,-,17.34,48,0.96,2004.0,0.92
1,10360,H,No,-,No,-,No,-,10.73,71,1.11,1997.0,0.83
1,10362,E,No,-,No,-,No,-,30.93,50,1.16,1998.0,1.57
0,10364,E,Yes,K:1:2:3:4:5,No,-,No,-,22.3,28,0.9,1997.0,0.63
0,10372,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,23.01,28,1.33,2002.0,0.76
0,10374,E,No,-,No,-,No,-,14.09,50,1.19,2000.0,0.76
-,10378,A,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,No,-,No,-,,41,2.16,,0.48
1,10380,E,No,-,No,-,No,-,21.38,65,1.25,2004.0,0.88
0,10384,E,No,-,No,-,No,-,15.63,47,1.42,2001.0,1.25
0,10388,H,No,-,No,-,No,-,6.8,167,2.42,1993.0,0.95
0,10390,M,No,-,No,-,No,-,11.92,59,1.11,2003.0,1.18
1,10392,E,Yes,K:1:2:3:4:5,No,-,No,-,26.01,35,1.35,2001.0,0.81
1,10394,M,No,-,No,-,No,-,9.94,66,1.22,2009.0,1.03
1,10396,H,No,-,No,-,No,-,10.42,172,2.49,2003.0,1.03
1,10400,H,No,-,No,-,No,-,7.58,84,1.42,1992.0,0.99
1,10403,M,No,-,No,-,No,-,15.37,60,1.2,2007.0,1.73
1,10406,M,Yes,06:07:08,No,-,No,-,13.67,100,2.44,2000.0,1.06
,010LEA,,,,,,,,14.27,"2,1",1.39,2001.0,0.89
0,01B000,A,Yes,8:9:10:11:12,Yes,8:9:10:11:12,No,-,12.29,30,0.65,2010.0,3.76
1,01C000,A,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.59,48,1.37,1998.0,3.08
-,01D000,A,No,-,No,-,Yes,5:6:7:8:9:10:11:12,,13,0.48,,11.14
0,20302,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.27,139,1.6,1999.0,0.42
-,20303,H,Yes,09:10:11,Yes,09:10:11,No,-,,10,1.25,,1.13
0,20304,E,Yes,03:04:05,No,-,No,-,27.95,48,1.33,2003.0,0.87
2,20306,M,Yes,06:07:08,Yes,06:07:08,No,-,28.95,53,1.13,2009.0,0.82
1,20308,E,Yes,03:04:05,No,-,No,-,28.14,36,1.44,1999.0,0.8
0,20316,E,Yes,03:04:05,No,-,No,-,19.48,45,1.15,2000.0,0.8
1,20320,E,Yes,03:04:05,No,-,No,-,34.95,28,1.12,1999.0,0.79
1,20324,E,Yes,03:04:05,No,-,No,-,33.72,25,1.19,1996.0,0.83
0,20328,E,Yes,03:04:05,No,-,No,-,31.76,29,1.0,2000.0,0.78
1,20330,M,Yes,06:07:08,Yes,06:07:08,No,-,17.69,52,1.13,2001.0,0.78
1,20332,E,Yes,03:04:05,No,-,No,-,38.82,35,1.17,1996.0,0.87
,020LEA,,,,,,,,22.58,500,1.27,2000.0,0.66
2,30304,H,No,-,No,-,No,-,27.07,43,1.08,2003.0,0.59
1,30308,I,No,-,No,-,Yes,3:4:5:6:7:8,77.91,21,0.91,1998.0,0.54
4,30316,I,No,-,No,-,Yes,3:4:5:6:7:8,53.07,13,1.0,1999.0,0.68
1,30320,I,No,-,No,-,Yes,3:4:5:6:7:8,30.88,36,0.82,2002.0,0.65
,030LEA,,,,,,,,39.77,113,0.94,2001.0,0.61
-,40304,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,14,1.17,,0.54
-,40305,T,Yes,9:10:11:12,No,-,No,-,,1,0.1,,0.29
3,40306,H,Yes,10:11:12,Yes,10:11:12,No,-,19.45,88,1.35,1992.0,0.47
1,40308,E,Yes,K:1:2:3:4:5,No,-,No,-,53.03,26,1.44,1997.0,0.38
1,40309,M,No,-,No,-,No,-,17.93,58,1.38,2001.0,0.64
1,40311,E,Yes,02:03:00,No,-,No,-,37.39,37,1.48,1975.0,0.55
1,40316,E,Yes,K:1:2:3:4:5,No,-,No,-,41.51,34,1.62,1997.0,0.48
2,40324,E,Yes,K:1:2:3:4:5,No,-,No,-,37.22,34,1.7,1992.0,0.33
9,40328,E,Yes,K:1:2:3:4:5,No,-,No,-,35.38,39,1.63,2002.0,0.6
1,40330,E,Yes,04:05:00,No,-,No,-,48.88,25,1.79,1996.0,0.38
,040LEA,,,,,,,,30.11,356,1.42,1994.0,0.5
,04A000,,,,,,,,,,,,-
2,50302,H,No,-,No,-,No,-,13.73,84,1.38,2005.0,0.54
-,50303,H,No,-,No,-,No,-,,6,1.5,,0.33
2,50305,M,No,-,No,-,No,-,22.6,51,1.38,2004.0,0.51
13,50310,E,No,-,No,-,No,-,19.82,50,1.16,2005.0,0.51
2,50330,E,No,-,No,-,No,-,23.25,52,1.08,2001.0,0.43
3,50335,E,No,-,No,-,No,-,30.81,55,1.41,2007.0,0.64
,050LEA,,,,,,,,21.23,298,1.28,2004.0,0.51
3,60302,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.52,46,1.15,2001.0,0.73
2,60304,E,Yes,K:1:2:3:4:5,No,-,No,-,43.73,22,1.69,1995.0,0.79
2,60310,M,Yes,06:07:08,Yes,06:07:08,No,-,34.62,13,0.68,2001.0,0.98
1,60316,E,Yes,K:1:2:3:4:5,No,-,No,-,28.85,30,1.15,2002.0,0.93
1,60318,M,Yes,06:07:08,Yes,06:07:08,No,-,22.98,22,1.1,1998.0,0.91
2,60322,E,Yes,K:1:2:3:4:5,No,-,No,-,41.81,24,1.2,2001.0,0.91
1,60328,E,Yes,K:1:2:3:4:5,No,-,No,-,34.85,38,1.81,1994.0,0.83
0,60332,E,Yes,K:1:2:3:4:5,No,-,No,-,22.75,18,2.57,2006.0,0.99
-,60334,T,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,2,1.0,,0.55
,60700,H,,,,,,,,,,,-
,60701,H,,,,,,,,,,,-
,060LEA,,,,,,,,28.56,215,1.28,2000.0,0.91
0,06A000,A,Yes,6:7:8:9:10:11:12,No,-,No,-,68.97,3,0.75,1986.0,2.07
0,06B000,A,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,No,-,No,-,80.51,11,0.55,2000.0,1.2
1,70302,E,No,-,No,-,No,-,28.51,52,1.02,1997.0,1.25
0,70308,I,No,-,No,-,Yes,06:07:08,21.06,56,1.33,1998.0,0.95
-,70310,T,No,-,No,-,No,-,,24,2.67,,0.26
25,70311,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,0.1,10,1.0,1970.0,0.68
1,70325,M,Yes,5:6:7:8,No,-,No,-,20.5,41,1.52,1998.0,0.6
0,70326,E,No,-,No,-,No,-,27.83,57,1.46,1998.0,0.77
1,70327,E,No,-,No,-,No,-,25.59,50,1.11,1994.0,0.95
0,70328,E,No,-,No,-,No,-,21.54,43,1.19,1999.0,0.71
0,70329,I,No,-,No,-,Yes,5:6:7:8,44.85,66,1.2,1999.0,0.86
1,70330,H,Yes,9:10:11:12,No,-,No,-,25.3,54,1.5,1992.0,0.64
0,70338,M,No,-,No,-,No,-,17.94,68,1.15,2000.0,0.96
0,70339,H,No,-,No,-,Yes,9:10:11:12,31.8,58,1.53,1993.0,0.43
1,70340,I,No,-,No,-,Yes,06:07:08,95.02,26,1.44,1998.0,0.71
1,70342,H,No,-,No,-,No,-,10.35,76,1.17,1995.0,0.56
,070LEA,,,,,,,,24.26,681,1.28,1995.0,0.72
-,07A000,A,Yes,07:08:00,No,-,Yes,9:10:11:12,,21,0.88,,6.09
-,80311,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,33,3.3,,0.86
1,80312,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,16.66,65,1.59,2010.0,0.57
3,80314,M,Yes,06:07:08,No,-,No,-,16.74,51,1.24,2009.0,0.45
0,80348,E,Yes,03:04:05,No,-,No,-,44.82,17,1.31,1998.0,0.53
1,80356,E,Yes,2:3:4:5,No,-,No,-,28.17,25,0.89,2000.0,0.54
1,80360,E,Yes,03:04:05,No,-,No,-,29.44,23,1.35,2001.0,0.57
1,80362,E,Yes,2:3:4:5,No,-,No,-,17.11,32,1.23,2005.0,0.55
,080LEA,,,,,,,,21.32,246,1.4,2004.0,0.54
,08A000,I,,,,,,,,,,,-
1,90304,,No,-,No,-,No,-,58.1,25,1.25,1992.0,0.52
4,90315,M,Yes,5:6:7:8,No,-,No,-,24.88,34,1.31,1998.0,0.39
12,90317,E,No,-,No,-,No,-,40.85,39,1.08,1996.0,1.38
1,90318,E,No,-,No,-,No,-,52.31,29,1.26,1998.0,0.9
4,90320,M,Yes,5:6:7:8,No,-,No,-,37.01,36,1.44,2000.0,0.4
15,90324,E,Yes,4,No,-,No,-,44.2,26,1.13,2006.0,0.81
1,90328,E,Yes,K:1:2:3:4:8,No,-,No,-,187.89,27,1.35,1997.0,0.55
2,90330,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,7.99,56,1.12,1991.0,0.81
11,90332,M,Yes,5:6:7:8,No,-,No,-,21.3,49,1.63,2002.0,0.81
10,90333,E,Yes,02:03:04,No,-,No,-,22.06,47,1.34,2003.0,0.71
15,90352,E,No,-,No,-,No,-,50.94,21,1.24,1997.0,0.68
1,90365,M,Yes,5:6:7:8,No,-,No,-,23.84,35,1.3,2002.0,0.81
2,90368,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,8,59,1.07,1985.0,0.75
-,90376,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,8,2.0,,1.04
,090LEA,,,,,,,,27.85,491,1.26,1997.0,0.7
-,09A000,T,No,-,No,-,No,-,,14,1.17,,4.12
0,09B000,I,No,-,No,-,No,-,0.22,30,1.3,,8.86
3,100302,E,No,-,No,-,Yes,K:1:2:3:4:5,16.75,72,1.36,1999.0,0.86
6,100304,E,No,-,No,-,Yes,K:1:2:3:4:5,24.42,68,1.58,2002.0,0.62
50,100307,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,1.55,21,1.4,2003.0,1.33
15,100308,T,No,-,No,-,No,-,66.82,39,1.56,2003.0,0.32
3,100309,M,No,-,No,-,Yes,06:07:08,24.72,58,1.61,2007.0,1.44
3,100310,E,Yes,K:1:2:3:4:5,No,-,No,-,32.39,50,1.56,2002.0,0.74
3,100316,M,No,-,No,-,Yes,06:07:08,14.69,69,1.19,2006.0,1.54
2,100320,E,No,-,No,-,No,-,35.25,66,1.53,1998.0,0.68
5,100326,H,No,-,No,-,Yes,9:10:11:12,12.79,120,1.9,2003.0,0.72
5,100332,M,No,-,No,-,Yes,06:07:08,23.41,65,1.3,2001.0,0.88
3,100334,H,No,-,No,-,Yes,9:10:11:12,13.94,107,1.53,2004.0,1.2
5,100335,M,No,-,No,-,Yes,06:07:08,16.97,60,1.25,2004.0,1.43
3,100336,E,No,-,No,-,Yes,K:1:2:3:4:5,24.83,61,1.49,2001.0,1.35
5,100338,E,No,-,No,-,No,-,17.65,65,1.3,2004.0,0.99
5,100339,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,20.85,64,1.68,2004.0,0.81
4,100340,E,No,-,No,-,Yes,03:04:05,27.36,56,1.4,2000.0,0.65
6,100342,E,No,-,No,-,No,-,24.91,61,1.42,2004.0,1.18
3,100344,I,No,-,No,-,Yes,PK:K:1:2:3:4:5:6:7:8,30.99,76,0.33,2001.0,0.97
4,100348,H,No,-,No,-,Yes,9:10:11:12,11.73,130,1.59,2005.0,1.38
,100LEA,,,,,,,,19.76,"1,3",1.23,2003.0,0.97
-,10A000,I,No,-,No,-,No,-,,51,1.0,,8.11
-,10B000,E,No,-,No,-,No,-,,35,1.67,,19.68
8,110303,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,35.69,29,1.61,2004.0,0.54
5,110304,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.3,118,1.44,1998.0,0.74
1,110306,M,Yes,06:07:08,Yes,07:08:00,No,-,24.04,61,1.53,2001.0,0.92
1,110308,E,Yes,K:1:2:3:4,No,-,No,-,50.23,25,1.39,2003.0,0.96
1,110318,E,Yes,04:05:00,No,-,No,-,20.18,31,1.55,2005.0,0.76
1,110320,E,Yes,K:1:2:3,No,-,No,-,24.6,49,1.44,2003.0,0.78
-,110322,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,6,0.55,,0.88
-,110323,H,Yes,11:12:13,Yes,11:12:13,Yes,11:12:13,,2,1.0,,0.67
2,110324,E,Yes,4,No,-,No,-,45.32,55,1.28,2002.0,1.54
1,110326,M,Yes,06:07:08,Yes,06:07:08,No,-,31.97,67,1.4,2006.0,0.91
1,110332,E,Yes,K:1:2:3:4:5,No,-,No,-,43.6,33,1.27,2000.0,0.87
1,110336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.85,81,1.4,2003.0,0.64
0,110338,M,Yes,06:07:08,Yes,07:08:00,No,-,13.53,60,1.46,2009.0,0.81
3,110340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.99,107,1.37,2005.0,0.8
1,110342,M,Yes,07:08:00,Yes,07:08:00,No,-,9.71,77,1.38,2004.0,0.95
1,110348,E,Yes,K:1:2:3:4,No,-,No,-,31.39,47,1.52,2006.0,0.77
1,110352,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,18.22,100,1.35,2000.0,0.72
1,110356,E,Yes,K:1:2:3:4:5,Yes,5,No,-,24.79,63,1.34,2004.0,0.82
6,110366,E,Yes,K:1:2:3:4,No,-,No,-,21.47,55,1.45,2005.0,0.89
1,110368,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,36.56,42,1.4,2000.0,0.62
2,110370,E,Yes,K:1:2:3:4,No,-,No,-,26.24,47,1.34,2000.0,0.97
1,110372,E,Yes,K:1:2:3:4,No,-,No,-,43.26,35,1.3,2001.0,0.93
1,110376,E,Yes,K:1:2:3:4,No,-,No,-,15.04,52,1.53,2007.0,0.93
1,110379,E,Yes,K:1:2:3:4,No,-,No,-,20.75,60,1.33,2008.0,0.67
1,110380,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.21,88,1.6,2007.0,0.84
1,110381,M,Yes,07:08:00,Yes,07:08:00,No,-,10.01,67,1.49,2004.0,0.93
1,110382,M,Yes,05:06:00,Yes,05:06:00,No,-,19.93,53,1.13,2003.0,0.88
1,110384,E,Yes,K:1:2:3:4:5,No,-,No,-,28.03,42,1.75,2000.0,0.9
1,110388,E,Yes,K:1:2:3:4,Yes,4,No,-,44.13,30,1.67,2003.0,0.76
2,110401,M,Yes,07:08:00,Yes,07:08:00,No,-,19.38,80,1.23,2004.0,0.75
0,110408,E,Yes,K:1:2:3:4,No,-,No,-,20.47,66,1.35,2003.0,0.91
1,110410,E,Yes,K:1:2:3:4,No,-,No,-,32.24,53,1.29,2002.0,0.95
1,110412,E,Yes,K:1:2:3:4:5,No,-,No,-,19.47,46,1.31,2002.0,0.88
4,110416,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.85,144,1.13,2001.0,0.78
1,110420,M,Yes,07:08:00,Yes,07:08:00,No,-,19.3,79,1.39,2006.0,0.77
1,110422,E,Yes,K:1:2:3:4,No,-,No,-,29.37,65,1.3,2001.0,0.95
17,110425,M,Yes,05:06:00,No,-,No,-,14.3,72,1.57,2012.0,0.98
1,110428,E,Yes,02:03:04,No,-,No,-,38.19,41,1.32,2004.0,0.9
2,110432,E,Yes,K:1,No,-,No,-,34.07,29,1.32,2002.0,0.81
1,110436,E,Yes,K:1:2:3:4,No,-,No,-,39.52,62,1.48,2002.0,0.96
1,110444,E,Yes,K:1:2:3:4,No,-,No,-,76.56,23,1.53,2003.0,0.69
9,110450,M,Yes,05:06:00,Yes,6,No,-,13.23,58,1.23,2007.0,0.99
12,110451,M,Yes,05:06:00,Yes,05:06:00,No,-,15.32,63,1.34,2009.0,0.87
-,110500,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,39,1.77,,0.9
,110LEA,,,,,,,,21.45,"2,5",1.37,2004.0,0.83
5,111302,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,19.2,95,1.19,2000.0,0.55
1,111304,E,Yes,03:04:05,No,-,No,-,36.16,30,0.97,2006.0,0.87
0,111306,E,Yes,5,No,-,Yes,K:1:2:3:4:5,32.64,35,1.13,2006.0,1.23
1,111307,E,No,-,No,-,No,-,74.92,26,2.89,2006.0,1.05
0,111312,E,Yes,04:05:00,No,-,Yes,K:1:2:3:4:5,28.56,44,1.19,2005.0,1.21
1,111332,E,Yes,5,No,-,Yes,K:1:2:3:4:5,39.74,44,1.33,2003.0,1.05
1,111356,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,20.33,93,1.45,2008.0,0.63
1,111360,E,Yes,04:05:00,No,-,Yes,03:04:05,36.8,35,1.25,2004.0,0.95
0,111369,M,Yes,06:07:00,Yes,06:07:00,No,-,27.86,33,2.2,2014.0,0.84
5,111700,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,54.6,19,1.58,2000.0,0.74
,111LEA,,,,,,,,30.73,454,1.34,2005.0,0.77
0,11A000,I,No,-,No,-,Yes,K:1:2:3:4:5:6:7:8,22.96,32,1.19,2005.0,3.31
5,11B000,I,Yes,07:08:00,Yes,07:08:00,Yes,K:1:2:3:4:6:7:8,19.17,26,1.37,2005.0,2.16
-,11C000,A,Yes,6:7:8:9:10:11:12,No,-,No,-,,65,0.93,,5.41
5,11D000,T,No,-,No,-,Yes,6:7:8:9:10:11:12,2.98,14,0.42,2015.0,2.29
0,11K000,I,Yes,3:4:5:6:7:8,No,-,Yes,4:5:6:7:8,152.75,6,0.6,2006.0,2.52
3,120304,,Yes,K:1:2:3:4:5,No,-,No,-,30.54,27,1.5,2000.0,0.49
5,120308,T,Yes,6:7:8:9:10:11:12,No,-,No,-,62.17,26,1.53,2003.0,0.26
-,120310,H,No,-,No,-,Yes,11:12:00,,,,,3.14
1,120312,E,Yes,K:1:2:3:4:5,No,-,No,-,24.79,47,1.68,2000.0,0.74
1,120314,H,No,-,No,-,Yes,9:10:11:12,8.79,96,1.02,2002.0,0.93
2,120315,M,Yes,06:07:08,No,-,No,-,16.18,62,1.72,2005.0,0.67
1,120316,E,Yes,K:1:2:3:4:5,No,-,No,-,43.01,33,1.32,2001.0,0.62
1,120318,H,No,-,No,-,No,-,6.08,108,1.77,2001.0,0.91
5,120320,E,Yes,K:1:2:3:4:5,No,-,No,-,18.43,37,1.48,2002.0,0.66
10,120324,E,Yes,K:1:2:3:4:5,No,-,No,-,28.65,51,1.76,2002.0,0.63
1,120334,M,Yes,06:07:08,No,-,No,-,13.88,59,1.69,1999.0,0.89
1,120338,E,Yes,1:2:3:4:5,No,-,No,-,19.89,44,1.63,2003.0,0.8
1,120340,E,Yes,K:1:2:3:4:5,No,-,No,-,26.67,38,1.58,2003.0,0.49
1,120344,E,Yes,K:1:2:3:4:5,No,-,No,-,31.33,34,1.7,2001.0,0.7
1,120346,H,No,-,No,-,No,-,16.63,77,1.45,2001.0,0.62
2,120350,M,Yes,06:07:08,No,-,No,-,16.57,61,1.33,1999.0,0.6
5,120352,A,No,-,No,-,No,-,38.86,20,1.67,1996.0,0.93
10,120354,E,Yes,K:1:2:3:4:5:6,No,-,No,-,11.38,64,1.6,2006.0,0.88
0,120360,E,Yes,K:1:2:3:4:5,No,-,No,-,18.59,54,2.0,1998.0,0.96
1,120364,E,Yes,1:2:3:4:5,No,-,No,-,22.15,42,1.75,1999.0,0.83
1,120368,E,Yes,K:1:2:3:4:5,No,-,No,-,19.64,49,1.23,2000.0,0.59
4,120370,H,No,-,No,-,Yes,9:10:11:12,14.21,81,1.45,2003.0,0.91
1,120372,,Yes,K:1:2:3:4:5,No,-,No,-,21.48,21,1.0,2001.0,0.69
1,120374,E,Yes,K:1:2:3:4:5,No,-,No,-,8.87,55,1.45,1999.0,0.6
1,120376,M,Yes,06:07:08,No,-,No,-,10.52,61,1.36,2005.0,0.62
1,120380,E,Yes,K:1:2:3:4:5,No,-,No,-,14.83,46,1.44,2002.0,0.69
1,120386,E,Yes,K:1:2:3:4:5,No,-,No,-,30.06,47,1.18,1998.0,0.72
1,120390,M,Yes,06:07:08,No,-,No,-,10.72,58,1.35,2005.0,0.72
,120LEA,,,,,,,,17.16,"1,3",1.46,2001.0,0.72
0,12A000,I,Yes,5:6:7:8,No,-,No,-,10.94,5,0.2,2006.0,2.96
2,130304,E,Yes,K:1:2:3:4:5,No,-,No,-,14.39,63,1.09,2002.0,0.65
1,130307,H,No,-,No,-,Yes,9:10:11:12,5.91,93,1.06,2006.0,0.67
1,130308,E,No,-,No,-,No,-,11.58,52,1.21,2004.0,0.67
1,130309,E,Yes,K:1:2:3:4:5,No,-,No,-,22.07,34,1.13,2000.0,0.47
1,130310,H,No,-,Yes,9:10:11:12,Yes,9:10:11:12,4.52,121,1.29,2003.0,0.59
2,130311,E,Yes,K:1:2:3:4:5,No,-,No,-,19.86,38,1.19,2008.0,0.57
1,130312,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,14.84,66,1.06,2003.0,0.91
2,130313,M,Yes,06:07:08,No,-,No,-,11.96,76,1.21,2003.0,0.51
0,130314,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,9.05,90,1.18,1993.0,0.64
3,130315,M,Yes,06:07:08,No,-,Yes,06:07:08,17.69,58,1.16,2006.0,0.62
1,130316,H,No,-,No,-,No,-,9.13,94,1.22,2003.0,0.63
-,130317,T,Yes,6:7:8:9:10:11:12,No,-,No,-,,19,1.46,,0.52
4,130318,M,No,-,No,-,No,-,9.24,79,1.2,2006.0,0.74
1,130319,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,12.81,69,0.96,2004.0,0.68
2,130320,M,No,-,No,-,Yes,06:07:08,9.89,84,1.11,2008.0,0.77
1,130321,E,Yes,K:1:2:3:4:5,No,-,Yes,03:04:05,14.42,57,0.9,2005.0,0.71
1,130322,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,16.7,44,1.52,1999.0,0.59
1,130323,M,Yes,06:07:08,No,-,Yes,06:07:08,17.8,61,1.39,2009.0,0.73
0,130324,H,No,-,No,-,Yes,9:10:11:12,4.05,63,1.31,2002.0,0.55
1,130325,E,No,-,No,-,No,-,14.06,57,1.19,2005.0,0.86
1,130326,H,No,-,No,-,No,-,3.19,95,1.23,1996.0,0.62
1,130327,M,No,-,No,-,Yes,06:07:08,7.98,64,0.98,2006.0,0.64
2,130328,E,Yes,K:1:2:3:4:5,No,-,No,-,24.63,64,1.56,2004.0,0.71
1,130329,E,Yes,K:1:2:3:4:5,No,-,No,-,17.23,64,1.1,1999.0,0.76
1,130330,E,Yes,K:1:2:3:4:5,No,-,No,-,20.54,25,0.89,1997.0,0.55
2,130331,E,Yes,2:3:4:5,No,-,No,-,13.09,47,0.81,2003.0,0.82
0,130332,H,No,-,No,-,Yes,9:10:11:12,5.93,100,1.16,2003.0,0.59
0,130333,T,Yes,9:10:11:12,No,-,Yes,9:10:11:12,7.81,13,1.63,2005.0,0.57
2,130336,E,Yes,K:1:2,No,-,No,-,14.94,59,1.18,2003.0,0.65
1,130337,E,Yes,03:04:05,No,-,No,-,12.93,60,1.28,2007.0,0.69
1,130338,E,Yes,K:1:2:3:4:5,No,-,No,-,13.1,54,0.83,1998.0,0.67
,130339,,,,,,,,,,,,-
3,130340,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,17.77,50,0.91,2001.0,0.72
1,130342,E,Yes,K:1:2:3:4:5,No,-,No,-,18.45,54,1.02,2002.0,0.79
1,130344,E,Yes,1:2:3:4:5,No,-,No,-,25.43,48,1.0,2001.0,0.7
2,130345,E,Yes,K:1:2:3:4:5,No,-,No,-,7.97,66,1.05,2007.0,0.78
1,130346,M,No,-,No,-,No,-,11.23,80,1.08,2008.0,0.76
-,130349,H,Yes,09:10:11,Yes,09:10:11,Yes,09:10:11,,11,1.38,,1.01
-,130350,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,15,1.88,,0.88
0,130355,M,No,-,No,-,No,-,11.26,91,1.3,2009.0,0.7
,130LEA,,,,,,,,11.56,"2,3",1.14,2003.0,0.67
4,132304,H,No,-,No,-,Yes,9:10:11:12,9.76,126,1.16,2004.0,0.56
0,132308,E,No,-,No,-,No,-,16.77,42,1.24,1998.0,1.27
1,132312,E,No,-,No,-,No,-,18.47,34,1.13,2003.0,1.25
6,132314,E,Yes,03:04:05,No,-,No,-,25.56,60,1.2,2008.0,0.91
1,132328,E,Yes,04:05:00,No,-,No,-,17.5,46,1.39,2000.0,0.93
5,132330,M,No,-,No,-,No,-,11.53,67,0.65,2008.0,0.99
1,132332,E,Yes,02:03:00,No,-,No,-,26.34,34,1.79,1998.0,0.7
1,132336,E,Yes,03:04:05,No,-,No,-,24.57,42,1.35,2003.0,0.65
,132LEA,,,,,,,,15.54,451,1.1,2003.0,0.79
25,13A000,A,Yes,3:4:5:6:7:8:9:10:11:12,Yes,9:10:11:12,No,-,,53,1.33,,2.05
0,13B000,A,No,-,No,-,No,-,0.15,82,0.75,2013.0,4.25
-,13C000,I,No,-,No,-,No,-,,15,1.07,,5.73
-,13D000,I,No,-,No,-,No,-,,40,0.74,,3.35
1,140304,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,32.13,42,1.5,2000.0,0.91
-,140305,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,,,,,0.64
0,140306,T,No,-,No,-,No,-,19.42,14,1.17,2012.0,0.5
