agency_code,target_list_ltg_detail,subgroup_list_ltg_detail
60Y000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
610302,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
610310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
610320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
610322,,
610326,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
610332,Reading Grade 10,ALL
610334,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
61J000,"Math Grades 3-8,Reading Grades 3-8",ALL
61K000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7"
61L000,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7"
61M000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,MU7,WH7"
61N000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7"
61P000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7"
61Q000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,WH7"
61R000,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
61S000,,
61T000,,
61U000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7"
61W000,,
61X000,,
620310,4 Year Graduation Rate,"ALL,EDS"
620312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
620314,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
620316,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
620318,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7"
620324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
620330,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
620334,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
620336,,
620339,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
620340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
620350,Reading Grade 10,"ALL,EDS"
630304,,
630308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
630312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
630316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
630317,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
630320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
630324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
630328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
630330,,
630331,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
630332,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
630336,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
630342,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
630348,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
630350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
630352,,
630356,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
630360,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
630364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
630368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
630373,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
630374,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
630376,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
63A000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
63B000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
640302,,
640304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
640306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
640308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
640316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
640320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
640324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
640326,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
640328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
640329,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
640332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
640334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
640335,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
640336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
640340,4 Year Graduation Rate,"ALL,BL7,EDS"
640342,,
640346,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
640347,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
640348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
640350,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
640358,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
640360,,
640361,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
640362,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
640364,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
640376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
640384,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
640396,,
640400,,
64A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
650304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
650308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650309,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
650310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
650312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
650316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650323,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
650324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
650325,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
650326,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
650327,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
650328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
650332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
650338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
650339,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
650341,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
650342,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
650343,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
650345,"Math Grades 3-8,Reading Grades 3-8",ALL
650346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
650348,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
650350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650351,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
650352,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650353,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650354,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
650355,4 Year Graduation Rate,ALL
650356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650362,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
650364,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650366,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650368,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
650380,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
650384,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
650392,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650394,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
650395,,
650400,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
650404,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
650408,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
650409,,
65A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
65B000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
65C000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
65D000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
65F000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
65G000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
65Z000,,
660306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
660308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
660320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
660325,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
660336,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
660360,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
660400,,
66A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
670300,,
670304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670310,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670314,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
670318,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670320,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
670321,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670322,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670323,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
670325,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
670329,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670330,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670331,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670333,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
670335,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
670336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670337,,
670338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670339,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670340,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
670341,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,MU7,SWD,WH7"
670342,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
670343,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
670345,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670346,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670347,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
670350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
670351,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670352,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
670356,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
670364,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
67B000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
680304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
680308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
680310,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
680312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
680316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
680324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
680327,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
680328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
680329,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
680330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
680332,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
680335,4 Year Graduation Rate,ALL
680336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
681300,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
681304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
681305,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
681308,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
681309,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
681310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,WH7"
681311,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
681312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
681314,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
681316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
681320,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,ELS,WH7"
681322,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
681324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
681326,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
681330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
681332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
681334,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,SWD,WH7"
681336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
681338,4 Year Graduation Rate,ALL
68A000,"Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
68C000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
690312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
690316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
690320,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
690324,,
69A000,"4 Year Graduation Rate,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,EDS,SWD,WH7"
700306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
700308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
700314,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
700316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
700317,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
700318,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
700319,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
700320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
700322,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
700324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
700325,,
700328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
70A000,"Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
710312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
710316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
710318,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
710320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
710321,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
710323,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
710324,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
710326,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
710327,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
710328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
710332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
710342,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
710344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
710346,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
710347,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
710348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
710350,,
710352,,
720304,,
720312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
720316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
720320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
730332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
730334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
730340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
730344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
730348,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
730350,Reading Grade 10,ALL
730352,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
730354,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
730356,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
730360,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
730368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
73A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
73B000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
740302,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
740304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
740308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
740309,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
740310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
740320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
740324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
740330,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
740332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
740333,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
740334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
740336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
740337,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
740338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
740340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
740344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
740352,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
740358,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
740360,,
740362,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
740366,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
740368,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
740374,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
740375,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
740376,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
740378,,
740379,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
740380,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
740386,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
740388,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
740390,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
740396,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
740400,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
740402,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
740404,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
740406,,
740500,"Math Grade 11,Reading Grade 10",ALL
74B000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
74C000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
74Z000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7"
750304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
750314,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
750317,4 Year Graduation Rate,"ALL,WH7"
750318,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
