agency_code,pct_met_act workkeys_part,pct_met_biology_part,pct_met_english ii_part,pct_met_high school math_part,pct_met_math grades 3-8_part,pct_met_reading grades 3-8_part,pct_met_science grades 5&8_part,pct_met_the act_part,pct_met_total targets_part,target_assign_act workkeys_part,target_assign_biology_part,target_assign_english ii_part,target_assign_high school math_part,target_assign_math grades 3-8_part,target_assign_reading grades 3-8_part,target_assign_science grades 5&8_part,target_assign_the act_part,target_assign_total targets_part,target_met_act workkeys_part,target_met_biology_part,target_met_english ii_part,target_met_high school math_part,target_met_math grades 3-8_part,target_met_reading grades 3-8_part,target_met_science grades 5&8_part,target_met_the act_part,target_met_total targets_part
050302,66.7,66.7,75.0,100.0,,,,100.0,81.3,3.0,3.0,4.0,3.0,,,,3.0,16.0,2.0,2.0,3.0,3.0,,,,3.0,13.0
050305,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
050310,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
050330,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
050335,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
060302,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
060304,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
060310,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
060316,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
060318,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
060322,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
060328,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,1.0,,9.0,,,,,4.0,4.0,1.0,,9.0
060332,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
060700,,100.0,,100.0,,,,100.0,100.0,,2.0,,2.0,,,,2.0,6.0,,2.0,,2.0,,,,2.0,6.0
06B000,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
070308,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
070311,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,2.0,5.0,,1.0,1.0,1.0,,,,2.0,5.0
070325,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
070326,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
070327,,,,,100.0,100.0,,,100.0,,,,,7.0,7.0,,,14.0,,,,,7.0,7.0,,,14.0
070328,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,7.0,,21.0,,,,,7.0,7.0,7.0,,21.0
070329,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
070330,100.0,100.0,100.0,100.0,,,,100.0,100.0,1.0,3.0,3.0,3.0,,,,3.0,13.0,1.0,3.0,3.0,3.0,,,,3.0,13.0
070338,,,,,100.0,100.0,66.7,,90.9,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,4.0,,20.0
070339,100.0,100.0,100.0,66.7,,,,100.0,93.8,3.0,3.0,4.0,3.0,,,,3.0,16.0,3.0,3.0,4.0,2.0,,,,3.0,15.0
070340,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
070342,75.0,100.0,100.0,100.0,,,,100.0,95.8,4.0,5.0,5.0,5.0,,,,5.0,24.0,3.0,5.0,5.0,5.0,,,,5.0,23.0
07A000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
080311,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
080312,50.0,100.0,100.0,100.0,,,,66.7,85.7,2.0,3.0,3.0,3.0,,,,3.0,14.0,1.0,3.0,3.0,3.0,,,,2.0,12.0
080314,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
080348,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
080356,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
080360,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
080362,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
08A000,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
090315,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
090317,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
090318,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
090320,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,4.0,,12.0,,,,,4.0,4.0,4.0,,12.0
090324,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
090328,,,,,100.0,100.0,,,100.0,,,,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,2.0
090330,0.0,100.0,100.0,100.0,,,,100.0,84.2,3.0,4.0,4.0,4.0,,,,4.0,19.0,0.0,4.0,4.0,4.0,,,,4.0,16.0
090332,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
090333,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
090352,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
090365,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
090368,100.0,100.0,100.0,100.0,,,,100.0,100.0,5.0,5.0,5.0,5.0,,,,5.0,25.0,5.0,5.0,5.0,5.0,,,,5.0,25.0
09A000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
09B000,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
100302,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
100304,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
100307,,100.0,100.0,100.0,,,,100.0,100.0,,3.0,3.0,3.0,,,,3.0,12.0,,3.0,3.0,3.0,,,,3.0,12.0
100309,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
100310,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
100316,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
100320,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
100326,100.0,100.0,100.0,100.0,,,,50.0,88.9,3.0,6.0,6.0,6.0,,,,6.0,27.0,3.0,6.0,6.0,6.0,,,,3.0,24.0
100332,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
100334,100.0,100.0,100.0,100.0,,,,0.0,81.3,3.0,3.0,4.0,3.0,,,,3.0,16.0,3.0,3.0,4.0,3.0,,,,0.0,13.0
100335,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
100336,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
100338,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
100339,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
100340,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
100342,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
100344,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
100348,66.7,100.0,100.0,100.0,,,,83.3,92.0,3.0,5.0,6.0,5.0,,,,6.0,25.0,2.0,5.0,6.0,5.0,,,,5.0,23.0
10A000,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
10B000,,,,,100.0,100.0,100.0,,100.0,,,,,2.0,2.0,2.0,,6.0,,,,,2.0,2.0,2.0,,6.0
110303,,0.0,100.0,100.0,,,,0.0,42.9,,2.0,1.0,2.0,,,,2.0,7.0,,0.0,1.0,2.0,,,,0.0,3.0
110304,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,5.0,4.0,5.0,,,,5.0,22.0,3.0,5.0,4.0,5.0,,,,5.0,22.0
110306,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
110308,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110318,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
110320,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110322,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
110324,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
110326,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
110332,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
110336,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,4.0,3.0,,,,3.0,15.0,2.0,3.0,4.0,3.0,,,,3.0,15.0
110338,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
110340,100.0,100.0,100.0,100.0,,,,60.0,91.7,4.0,5.0,5.0,5.0,,,,5.0,24.0,4.0,5.0,5.0,5.0,,,,3.0,22.0
110342,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
110348,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
110352,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,4.0,5.0,4.0,,,,5.0,21.0,3.0,4.0,5.0,4.0,,,,5.0,21.0
110356,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
110366,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110368,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
110370,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110372,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
110376,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110379,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
110380,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,4.0,5.0,4.0,,,,4.0,20.0,3.0,4.0,5.0,4.0,,,,4.0,20.0
110381,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
110382,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
110384,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
110388,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110401,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,6.0,,18.0,,,,,6.0,6.0,6.0,,18.0
110408,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
110410,,,,,100.0,100.0,,,100.0,,,,,7.0,7.0,,,14.0,,,,,7.0,7.0,,,14.0
110412,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
110416,100.0,83.3,100.0,100.0,,,,100.0,96.3,3.0,6.0,6.0,6.0,,,,6.0,27.0,3.0,5.0,6.0,6.0,,,,6.0,26.0
110420,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
110422,,,,,100.0,100.0,,,100.0,,,,,7.0,7.0,,,14.0,,,,,7.0,7.0,,,14.0
110425,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
110428,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
110436,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
110444,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
110450,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
110451,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,7.0,,21.0,,,,,7.0,7.0,7.0,,21.0
110500,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,2.0,2.0,2.0,,,,2.0,10.0,2.0,2.0,2.0,2.0,,,,2.0,10.0
111302,100.0,100.0,100.0,100.0,,,,25.0,83.3,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,4.0,4.0,,,,1.0,15.0
111304,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,1.0,,9.0,,,,,4.0,4.0,1.0,,9.0
111306,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
111312,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
111332,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
111356,,,,,87.5,100.0,50.0,,81.8,,,,,8.0,8.0,6.0,,22.0,,,,,7.0,8.0,3.0,,18.0
111360,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
111369,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
111700,100.0,100.0,100.0,100.0,,,,100.0,100.0,1.0,2.0,2.0,2.0,,,,2.0,9.0,1.0,2.0,2.0,2.0,,,,2.0,9.0
11A000,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
11B000,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
11C000,,,100.0,,100.0,100.0,100.0,,100.0,,,2.0,,5.0,5.0,2.0,,14.0,,,2.0,,5.0,5.0,2.0,,14.0
11D000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,2.0,4.0,4.0,2.0,2.0,18.0,,2.0,2.0,2.0,4.0,4.0,2.0,2.0,18.0
11K000,,,,,100.0,100.0,100.0,,100.0,,,,,2.0,2.0,1.0,,5.0,,,,,2.0,2.0,1.0,,5.0
120310,,100.0,,100.0,,,,100.0,100.0,,2.0,,2.0,,,,2.0,6.0,,2.0,,2.0,,,,2.0,6.0
120312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
120314,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
120315,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
120316,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
120318,100.0,100.0,83.3,100.0,,,,83.3,92.6,3.0,6.0,6.0,6.0,,,,6.0,27.0,3.0,6.0,5.0,6.0,,,,5.0,25.0
120320,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
120324,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120334,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
120338,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
120340,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,4.0,,12.0,,,,,4.0,4.0,4.0,,12.0
120344,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
120346,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
120350,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
120354,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
120360,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
120364,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120368,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120370,100.0,100.0,100.0,75.0,,,,100.0,94.4,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,4.0,3.0,,,,4.0,17.0
120374,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120376,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
120380,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120386,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
120390,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
12A000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
130304,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
130307,100.0,85.7,83.3,85.7,,,,100.0,90.0,3.0,7.0,6.0,7.0,,,,7.0,30.0,3.0,6.0,5.0,6.0,,,,7.0,27.0
130308,,,,,85.7,85.7,100.0,,88.2,,,,,7.0,7.0,3.0,,17.0,,,,,6.0,6.0,3.0,,15.0
130309,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
130310,100.0,100.0,83.3,100.0,,,,83.3,93.1,5.0,6.0,6.0,6.0,,,,6.0,29.0,5.0,6.0,5.0,6.0,,,,5.0,27.0
130311,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
130312,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,3.0,,19.0,,,,,8.0,8.0,3.0,,19.0
130313,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
130314,100.0,100.0,100.0,100.0,,,,66.7,93.1,5.0,6.0,6.0,6.0,,,,6.0,29.0,5.0,6.0,6.0,6.0,,,,4.0,27.0
130315,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,4.0,,22.0,,,,,9.0,9.0,4.0,,22.0
130316,100.0,66.7,83.3,100.0,,,,100.0,89.3,4.0,6.0,6.0,6.0,,,,6.0,28.0,4.0,4.0,5.0,6.0,,,,6.0,25.0
130317,,,,,0.0,0.0,,,0.0,,,,,2.0,2.0,,,4.0,,,,,0.0,0.0,,,0.0
130318,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
130319,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
130320,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,6.0,,24.0,,,,,9.0,9.0,6.0,,24.0
130321,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
130322,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
130323,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
130324,100.0,100.0,100.0,100.0,,,,66.7,92.9,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,2.0,13.0
130325,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
130326,100.0,100.0,100.0,33.3,,,,100.0,86.2,5.0,6.0,6.0,6.0,,,,6.0,29.0,5.0,6.0,6.0,2.0,,,,6.0,25.0
130327,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
130328,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,1.0,,11.0,,,,,5.0,5.0,1.0,,11.0
130329,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
130330,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
130331,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
130332,100.0,100.0,100.0,80.0,,,,100.0,95.8,3.0,5.0,6.0,5.0,,,,5.0,24.0,3.0,5.0,6.0,4.0,,,,5.0,23.0
130333,,100.0,,0.0,,,,100.0,66.7,,2.0,,2.0,,,,2.0,6.0,,2.0,,0.0,,,,2.0,4.0
130337,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,5.0,,23.0,,,,,9.0,9.0,5.0,,23.0
130338,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
130340,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
130342,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
130344,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
130345,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
130346,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,5.0,,23.0,,,,,9.0,9.0,5.0,,23.0
130349,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
130350,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
130355,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
132304,100.0,85.7,100.0,100.0,,,,28.6,81.8,5.0,7.0,7.0,7.0,,,,7.0,33.0,5.0,6.0,7.0,7.0,,,,2.0,27.0
132308,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
132312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
132314,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,1.0,,15.0,,,,,7.0,7.0,1.0,,15.0
132328,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,2.0,,16.0,,,,,7.0,7.0,2.0,,16.0
132330,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
132332,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
132336,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
13A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,1.0,1.0,1.0,7.0,7.0,3.0,1.0,21.0,,1.0,1.0,1.0,7.0,7.0,3.0,1.0,21.0
13B000,,,0.0,,100.0,100.0,100.0,,94.7,,,1.0,,7.0,7.0,4.0,,19.0,,,0.0,,7.0,7.0,4.0,,18.0
13C000,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
