agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
020328,246,246,246,246,246,246,246,246,12841.2,75718.8,1254.6,0.0,13089.66,203788.86,113231.34,419921.0,52.2,307.8,5.1,0.0,53.21,828.41,460.29,1707.01,67782.84,56771.88,9190.56,0.0,106894.38,201013.98,71204.7,512854.0,275.54,230.78,37.36,0.0,434.53,817.13,289.45,2084.79,51979.8,556191.24,19094.52,0.0,18767.34,1388497.8,19451.22,2053979.0,211.3,2260.94,77.62,0.0,76.29,5644.3,79.07,8349.52,132602,688680,29538,0,138750,1793298,203886,2986754,539.04,2799.52,120.08,0.0,564.03,7289.84,828.81,12141.32
020330,574,574,574,574,574,574,574,574,29962.8,64971.06,2927.4,0.0,20773.06,199407.6,93366.84,411406.0,52.2,113.19,5.1,0.0,36.19,347.4,162.66,716.74,158159.96,73954.16,21444.64,0.0,201072.2,254787.12,163216.9,872632.0,275.54,128.84,37.36,0.0,350.3,443.88,284.35,1520.27,121286.2,835026.5,44553.88,0.0,43658.44,2262742.44,46046.28,3353311.0,211.3,1454.75,77.62,0.0,76.06,3942.06,80.22,5842.01,309407,973951,68924,0,265503,2716936,302628,4637349,539.04,1696.78,120.08,0.0,462.55,4733.34,527.23,8079.02
020332,278,278,278,278,278,278,278,278,14511.6,45592.0,1417.8,0.0,13027.08,130673.9,65849.86,271069.0,52.2,164.0,5.1,0.0,46.86,470.05,236.87,975.08,76600.12,49625.78,10386.08,0.0,116348.56,160311.48,74723.62,487993.0,275.54,178.51,37.36,0.0,418.52,576.66,268.79,1755.38,58741.4,578501.32,21578.36,0.0,22134.36,1478587.48,21981.46,2181522.0,211.3,2080.94,77.62,0.0,79.62,5318.66,79.07,7847.21,149852,673718,33381,0,151509,1769571,162553,2940584,539.04,2423.45,120.08,0.0,545.0,6365.37,584.73,10577.67
030304,419,419,419,419,419,419,419,419,41305.02,48926.63,0.0,0.0,41078.76,130409.56,126219.56,387937.0,98.58,116.77,0.0,0.0,98.04,311.24,301.24,925.87,194998.41,109669.06,29309.05,0.0,275643.34,373077.6,201823.92,1184519.0,465.39,261.74,69.95,0.0,657.86,890.4,481.68,2827.02,293924.31,941824.01,5044.76,0.0,78730.1,2519099.23,146913.97,3985534.0,701.49,2247.79,12.04,0.0,187.9,6012.17,350.63,9512.02,530227,1100419,34353,0,395451,3022585,474955,5557990,1265.46,2626.3,81.99,0.0,943.8,7213.81,1133.55,13264.91
030308,209,209,209,209,209,209,209,209,20603.22,53884.38,0.0,0.0,18323.03,143165.0,65072.15,301047.0,98.58,257.82,0.0,0.0,87.67,685.0,311.35,1440.42,97266.51,37030.62,60.61,0.0,145323.97,101310.66,106679.87,487668.0,465.39,177.18,0.29,0.0,695.33,484.74,510.43,2333.36,146611.41,450008.35,2516.36,0.0,6366.14,1195185.31,81955.17,1882641.0,701.49,2153.15,12.04,0.0,30.46,5718.59,392.13,9007.86,264480,540922,2576,0,170012,1439660,253706,2671356,1265.46,2588.15,12.33,0.0,813.46,6888.33,1213.91,12781.64
030316,163,163,163,163,163,163,163,163,16068.54,29106.91,0.0,0.0,12642.28,85796.68,46089.88,189701.0,98.58,178.57,0.0,0.0,77.56,526.36,282.76,1163.83,75858.57,31165.6,83.13,0.0,86756.75,94227.04,87734.75,375823.0,465.39,191.2,0.51,0.0,532.25,578.08,538.25,2305.68,114342.87,280446.39,1962.52,0.0,6412.42,786802.63,60738.69,1250702.0,701.49,1720.53,12.04,0.0,39.34,4827.01,372.63,7673.04,206268,340717,2045,0,105810,966825,194561,1816226,1265.46,2090.3,12.55,0.0,649.15,5931.45,1193.64,11142.55
030320,541,541,541,541,541,541,541,541,53331.78,164804.83,0.0,0.0,54370.5,397315.81,162819.36,832639.0,98.58,304.63,0.0,0.0,100.5,734.41,300.96,1539.08,251775.99,127216.15,72970.08,0.0,237109.48,373836.41,258029.95,1320935.0,465.39,235.15,134.88,0.0,438.28,691.01,476.95,2441.66,379506.09,1064487.83,6513.64,0.0,23511.86,2781459.53,196593.99,4452069.0,701.49,1967.63,12.04,0.0,43.46,5141.33,363.39,8229.34,684612,1356507,79483,0,314990,3552610,617441,6605643,1265.46,2507.41,146.92,0.0,582.24,6566.75,1141.3,12210.08
040304,231,231,231,231,231,231,231,231,7738.5,9311.61,688.38,0.0,2376.99,23534.28,3769.92,47416.0,33.5,40.31,2.98,0.0,10.29,101.88,16.32,205.28,65523.15,31286.64,99.33,0.0,14497.56,99216.81,62032.74,272653.0,283.65,135.44,0.43,0.0,62.76,429.51,268.54,1180.33,95666.34,309242.01,54499.83,0.0,104107.08,843877.65,141628.41,1549019.0,414.14,1338.71,235.93,0.0,450.68,3653.15,613.11,6705.72,168927,349839,55286,0,120980,966627,207429,1869088,731.29,1514.46,239.34,0.0,523.73,4184.54,897.97,8091.33
040305,36,36,36,36,36,36,36,36,1206.0,29689.92,0.0,0.0,13235.4,72063.36,37358.64,153551.0,33.5,824.72,0.0,0.0,367.65,2001.76,1037.74,4265.37,10211.4,8438.4,17.64,0.0,46476.0,29186.28,6363.0,100691.0,283.65,234.4,0.49,0.0,1291.0,810.73,176.75,2797.02,14909.04,163110.6,8493.48,0.0,12102.84,440420.04,10818.72,649852.0,414.14,4530.85,235.93,0.0,336.19,12233.89,300.52,18051.52,26326,201237,8510,0,71813,541669,54539,904094,731.29,5589.97,236.42,0.0,1994.84,15046.38,1515.01,25113.91
040306,690,690,690,690,690,690,690,690,23115.0,220744.8,1800.9,0.0,43276.8,589280.7,254051.1,1132266.0,33.5,319.92,2.61,0.0,62.72,854.03,368.19,1640.97,195718.5,195483.9,303.6,0.0,434272.2,645398.4,244584.3,1715758.0,283.65,283.31,0.44,0.0,629.38,935.36,354.47,2486.61,285756.6,1358948.1,162791.7,0.0,318303.9,3638908.2,238457.1,6003163.0,414.14,1969.49,235.93,0.0,461.31,5273.78,345.59,8700.24,504589,1775175,164894,0,795851,4873586,737092,8851187,731.29,2572.72,238.98,0.0,1153.41,7063.17,1068.25,12827.82
040308,173,173,173,173,173,173,173,173,5795.5,57171.31,86.5,0.0,8305.73,152532.37,109233.93,333122.0,33.5,330.47,0.5,0.0,48.01,881.69,631.41,1925.58,49071.45,75002.42,83.04,0.0,91269.61,205404.63,63741.85,484570.0,283.65,433.54,0.48,0.0,527.57,1187.31,368.45,2801.0,71646.22,323584.39,40815.89,0.0,51699.32,874390.44,54671.46,1416805.0,414.14,1870.43,235.93,0.0,298.84,5054.28,316.02,8189.64,126512,455757,40984,0,151273,1232326,227645,2234497,731.29,2634.44,236.91,0.0,874.42,7123.28,1315.88,12916.22
040309,687,687,687,687,687,687,687,687,23014.5,123055.44,3064.02,0.0,16549.83,313560.54,177713.16,656955.0,33.5,179.12,4.46,0.0,24.09,456.42,258.68,956.27,194867.55,134281.02,274.8,0.0,273453.48,414961.74,342407.67,1360243.0,283.65,195.46,0.4,0.0,398.04,604.02,498.41,1979.98,284514.18,918347.25,162083.91,0.0,243060.6,2498907.54,173364.45,4280275.0,414.14,1336.75,235.93,0.0,353.8,3637.42,252.35,6230.39,502395,1175683,165421,0,533062,3227428,693484,6297473,731.29,1711.33,240.79,0.0,775.93,4697.86,1009.44,9166.64
040311,313,313,313,313,313,313,313,313,10485.5,96886.02,3261.46,0.0,21603.26,267746.46,174910.66,574891.0,33.5,309.54,10.42,0.0,69.02,855.42,558.82,1836.72,88782.45,61645.35,87.64,0.0,135663.59,181183.18,52699.81,520059.0,283.65,196.95,0.28,0.0,433.43,578.86,168.37,1661.54,129625.82,656630.18,73846.09,0.0,127021.66,1701402.27,101449.56,2789973.0,414.14,2097.86,235.93,0.0,405.82,5435.79,324.12,8913.66,228892,815161,77194,0,284287,2150331,329058,3884923,731.29,2604.35,246.63,0.0,908.27,6870.07,1051.31,12411.92
040316,244,244,244,244,244,244,244,244,8174.0,111281.08,204.96,0.0,10399.28,315997.08,131955.2,578010.0,33.5,456.07,0.84,0.0,42.62,1295.07,540.8,2368.9,69210.6,40250.24,8642.48,0.0,92529.68,124884.08,77745.72,413260.0,283.65,164.96,35.42,0.0,379.22,511.82,318.63,1693.7,101050.16,505377.68,57566.92,0.0,75522.88,1380644.72,78446.0,2198605.0,414.14,2071.22,235.93,0.0,309.52,5658.38,321.5,9010.69,178434,656908,66412,0,178450,1821525,288146,3189875,731.29,2692.25,272.19,0.0,731.36,7465.27,1180.93,13073.29
040324,189,189,189,189,189,189,189,189,6331.5,80502.66,994.14,0.0,7565.67,226488.15,133345.17,455225.0,33.5,425.94,5.26,0.0,40.03,1198.35,705.53,2408.61,53609.85,41202.0,71.82,0.0,103842.27,127663.83,43834.77,370221.0,283.65,218.0,0.38,0.0,549.43,675.47,231.93,1958.86,78272.46,392517.09,44590.77,0.0,59625.72,1093438.71,68204.43,1736646.0,414.14,2076.81,235.93,0.0,315.48,5785.39,360.87,9188.62,138212,514221,45655,0,171032,1447589,245383,2562092,731.29,2720.75,241.57,0.0,904.94,7659.21,1298.33,13556.09
040328,416,416,416,416,416,416,416,416,13936.0,87335.04,632.32,0.0,10691.2,203873.28,299054.08,615521.0,33.5,209.94,1.52,0.0,25.7,490.08,718.88,1479.62,117998.4,74663.68,191.36,0.0,116688.0,231541.44,84976.32,626057.0,283.65,179.48,0.46,0.0,280.5,556.59,204.27,1504.95,172282.24,752323.52,98146.88,0.0,111546.24,1987984.96,124974.72,3247255.0,414.14,1808.47,235.93,0.0,268.14,4778.81,300.42,7805.91,304216,914321,98969,0,238925,2423398,509004,4488833,731.29,2197.89,237.91,0.0,574.34,5825.48,1223.57,10790.48
040330,169,169,169,169,169,169,169,169,5661.5,77483.12,1705.21,0.0,8745.75,211582.93,195894.66,501070.0,33.5,458.48,10.09,0.0,51.75,1251.97,1159.14,2964.93,47936.85,21211.19,47.32,0.0,88816.26,67657.46,39676.13,265343.0,283.65,125.51,0.28,0.0,525.54,400.34,234.77,1570.09,69989.66,241026.11,39872.17,0.0,51343.89,663294.58,66812.46,1132336.0,414.14,1426.19,235.93,0.0,303.81,3924.82,395.34,6700.23,123586,339720,41624,0,148904,942533,302382,1898749,731.29,2010.18,246.3,0.0,881.1,5577.13,1789.25,11235.25
050302,845,845,845,845,845,845,845,845,5509.4,99541.0,6058.65,0.0,49609.95,293992.4,235256.45,689965.0,6.52,117.8,7.17,0.0,58.71,347.92,278.41,816.53,131769.3,542692.8,3413.8,0.0,514317.7,805682.15,263648.45,2261521.0,155.94,642.24,4.04,0.0,608.66,953.47,312.01,2676.36,227364.15,1374299.55,52820.95,0.0,133687.45,4186070.85,333817.25,6308057.0,269.07,1626.39,62.51,0.0,158.21,4953.93,395.05,7465.16,364642,2016532,62291,0,697613,5285744,832721,9259543,431.53,2386.43,73.72,0.0,825.58,6255.32,985.47,10958.05
050303,60,60,60,60,60,60,60,60,391.2,-1656.0,0.0,0.0,2733.6,3351.0,15961.2,20780.0,6.52,-27.6,0.0,0.0,45.56,55.85,266.02,346.35,9356.4,52626.0,114.0,0.0,14248.8,51445.8,7607.4,135396.0,155.94,877.1,1.9,0.0,237.48,857.43,126.79,2256.64,16144.2,65558.4,3750.6,0.0,72790.2,256803.0,94094.4,509139.0,269.07,1092.64,62.51,0.0,1213.17,4280.05,1568.24,8485.68,25891,116528,3864,0,89771,311599,117662,665315,431.53,1942.14,64.41,0.0,1496.21,5193.33,1961.05,11088.67
050305,473,473,473,473,473,473,473,473,3083.96,43057.19,2918.41,0.0,36506.14,144080.53,174924.86,404568.0,6.52,91.03,6.17,0.0,77.18,304.61,369.82,855.33,73759.62,222820.84,1769.02,0.0,222986.39,262609.6,189091.21,973034.0,155.94,471.08,3.74,0.0,471.43,555.2,399.77,2057.16,127270.11,886340.51,29567.23,0.0,67837.66,2657966.74,153512.15,3922492.0,269.07,1873.87,62.51,0.0,143.42,5619.38,324.55,8292.8,204112,1152217,34254,0,327329,3064655,517527,5300094,431.53,2435.98,72.42,0.0,692.03,6479.19,1094.14,11205.29
050310,472,472,472,472,472,472,472,472,3077.44,196337.84,2883.92,0.0,8637.6,541553.92,120388.32,872875.0,6.52,415.97,6.11,0.0,18.3,1147.36,255.06,1849.32,73603.68,223407.04,1755.84,0.0,205060.4,185302.48,167290.96,856417.0,155.94,473.32,3.72,0.0,434.45,392.59,354.43,1814.45,127001.04,874922.8,29504.72,0.0,86239.12,2741248.56,194119.44,4053033.0,269.07,1853.65,62.51,0.0,182.71,5807.73,411.27,8586.94,203681,1294666,34142,0,299936,3468103,481797,5782325,431.53,2742.94,72.34,0.0,635.46,7347.68,1020.76,12250.71
050330,548,548,548,548,548,548,548,548,3572.96,185624.04,3797.64,0.0,6932.2,503458.56,173200.88,876583.0,6.52,338.73,6.93,0.0,12.65,918.72,316.06,1599.61,85455.12,291968.92,2175.56,0.0,242029.68,257116.12,185673.36,1064416.0,155.94,532.79,3.97,0.0,441.66,469.19,338.82,1942.37,147450.36,890494.52,34255.48,0.0,78457.16,2856384.24,175688.8,4182728.0,269.07,1624.99,62.51,0.0,143.17,5212.38,320.6,7632.72,236477,1368086,40227,0,327418,3616958,534561,6123727,431.53,2496.51,73.41,0.0,597.48,6600.29,975.48,11174.7
050335,548,548,548,548,548,548,548,548,3572.96,132287.2,3403.08,0.0,6669.16,358792.04,121968.36,626691.0,6.52,241.4,6.21,0.0,12.17,654.73,222.57,1143.6,85455.12,254036.36,2055.0,0.0,275287.8,252710.2,160092.72,1029635.0,155.94,463.57,3.75,0.0,502.35,461.15,292.14,1878.9,147450.36,906271.44,34255.48,0.0,85964.76,2784974.36,214311.84,4173225.0,269.07,1653.78,62.51,0.0,156.87,5082.07,391.08,7615.38,236477,1292594,39713,0,367920,3396476,496371,5829551,431.53,2358.75,72.47,0.0,671.39,6197.95,905.79,10637.88
060302,418,418,418,418,418,418,418,418,25698.64,54762.18,1600.94,0.0,39229.3,99973.06,76050.92,297312.0,61.48,131.01,3.83,0.0,93.85,239.17,181.94,711.28,267415.5,89234.64,1437.92,0.0,206458.56,253483.56,90806.32,908833.0,639.75,213.48,3.44,0.0,493.92,606.42,217.24,2174.25,202220.04,804286.34,22555.28,0.0,152252.32,2120936.18,126725.06,3428974.0,483.78,1924.13,53.96,0.0,364.24,5074.01,303.17,8203.29,495333,948282,25592,0,397939,2474392,293581,4635119,1185.01,2268.62,61.23,0.0,952.01,5919.6,702.35,11088.82
060304,160,160,160,160,160,160,160,160,9836.8,56078.4,612.8,0.0,13443.2,155772.8,34675.2,270416.0,61.48,350.49,3.83,0.0,84.02,973.58,216.72,1690.12,102360.0,28072.0,550.4,0.0,87572.8,95854.4,43092.8,357500.0,639.75,175.45,3.44,0.0,547.33,599.09,269.33,2234.39,77404.8,305974.4,8633.6,0.0,26160.0,799521.6,35372.8,1253064.0,483.78,1912.34,53.96,0.0,163.5,4997.01,221.08,7831.67,189600,390124,9795,0,127175,1051147,113139,1880980,1185.01,2438.28,61.23,0.0,794.85,6569.68,707.13,11756.18
060310,186,186,186,186,186,186,186,186,11435.28,50448.78,712.38,0.0,14308.98,115539.48,8972.64,201414.0,61.48,271.23,3.83,0.0,76.93,621.18,48.24,1082.89,118993.5,46818.06,639.84,0.0,122925.54,134924.4,50182.8,474481.0,639.75,251.71,3.44,0.0,660.89,725.4,269.8,2550.99,89983.08,375494.94,10036.56,0.0,25913.52,957288.06,78335.76,1537049.0,483.78,2018.79,53.96,0.0,139.32,5146.71,421.16,8263.72,220411,472760,11387,0,163146,1207751,137489,2212944,1185.01,2541.73,61.23,0.0,877.14,6493.29,739.2,11897.6
060316,202,202,202,202,202,202,202,202,12418.96,41751.38,773.66,0.0,17879.02,94071.4,51966.52,218858.0,61.48,206.69,3.83,0.0,88.51,465.7,257.26,1083.47,129229.5,35309.6,694.88,0.0,132435.24,113368.46,87845.76,498880.0,639.75,174.8,3.44,0.0,655.62,561.23,434.88,2469.72,97723.56,461428.6,10899.92,0.0,16432.7,1198431.66,40765.62,1825678.0,483.78,2284.3,53.96,0.0,81.35,5932.83,201.81,9038.03,239370,538488,12366,0,166746,1405870,180576,2543416,1185.01,2665.79,61.23,0.0,825.48,6959.76,893.95,12591.22
060318,264,264,264,264,264,264,264,264,16230.72,64714.32,1011.12,0.0,23939.52,165858.0,57103.2,328855.0,61.48,245.13,3.83,0.0,90.68,628.25,216.3,1245.67,168894.0,72235.68,908.16,0.0,146517.36,203372.4,60075.84,652001.0,639.75,273.62,3.44,0.0,554.99,770.35,227.56,2469.71,127717.92,553119.6,14245.44,0.0,29161.44,1421399.76,71388.24,2217029.0,483.78,2095.15,53.96,0.0,110.46,5384.09,270.41,8397.85,312841,690068,16164,0,199617,1790629,188566,3197885,1185.01,2613.9,61.23,0.0,756.13,6782.69,714.27,12113.23
060322,193,193,193,193,193,193,193,193,11865.64,49944.54,739.19,0.0,15532.64,92136.27,72317.1,242533.0,61.48,258.78,3.83,0.0,80.48,477.39,374.7,1256.66,123471.75,43552.38,663.92,0.0,101216.92,114597.61,78014.46,461513.0,639.75,225.66,3.44,0.0,524.44,593.77,404.22,2391.28,93369.54,408457.48,10414.28,0.0,15798.98,1046714.27,37561.66,1612313.0,483.78,2116.36,53.96,0.0,81.86,5423.39,194.62,8353.97,228705,501953,11816,0,132546,1253447,187892,2316359,1185.01,2600.8,61.23,0.0,686.78,6494.55,973.54,12001.91
060328,223,223,223,223,223,223,223,223,13710.04,86996.76,854.09,0.0,16890.02,195169.6,84682.02,398301.0,61.48,390.12,3.83,0.0,75.74,875.2,379.74,1786.11,142664.25,44963.49,767.12,0.0,168949.26,115910.94,80612.27,553865.0,639.75,201.63,3.44,0.0,757.62,519.78,361.49,2483.71,107882.94,548325.78,12033.08,0.0,21501.66,1392893.68,69268.26,2151902.0,483.78,2458.86,53.96,0.0,96.42,6246.16,310.62,9649.8,264256,680284,13654,0,207340,1703972,234562,3104068,1185.01,3050.61,61.23,0.0,929.78,7641.14,1051.85,13919.62
060332,112,112,112,112,112,112,112,112,6885.76,27898.08,428.96,0.0,7772.8,63929.6,36438.08,143350.0,61.48,249.09,3.83,0.0,69.4,570.8,325.34,1279.94,71652.0,45541.44,385.28,0.0,68989.76,132139.84,59417.12,378123.0,639.75,406.62,3.44,0.0,615.98,1179.82,530.51,3376.12,54183.36,215503.68,6043.52,0.0,12542.88,573260.8,24814.72,886345.0,483.78,1924.14,53.96,0.0,111.99,5118.4,221.56,7913.83,132720,288942,6856,0,89303,769328,120669,1407818,1185.01,2579.85,61.23,0.0,797.37,6869.02,1077.41,12569.89
060334,16,16,16,16,16,16,16,16,983.68,11210.08,61.28,0.0,1110.4,29829.76,371.52,43564.0,61.48,700.63,3.83,0.0,69.4,1864.36,23.22,2722.92,10236.0,2948.32,55.04,0.0,2700.48,9098.4,1793.12,26830.0,639.75,184.27,3.44,0.0,168.78,568.65,112.07,1676.96,7740.48,30754.88,863.36,0.0,1291.04,83508.64,2906.56,127062.0,483.78,1922.18,53.96,0.0,80.69,5219.29,181.66,7941.56,18959,44912,979,0,5101,122435,5070,197456,1185.01,2807.08,61.23,0.0,318.87,7652.3,316.95,12341.44
060700,85,85,85,85,85,85,85,85,5225.8,3918.5,325.55,0.0,7870.15,13010.95,5032.85,35380.0,61.48,46.1,3.83,0.0,92.59,153.07,59.21,416.28,54378.75,19981.8,292.4,0.0,77065.25,63412.55,12624.2,227752.0,639.75,235.08,3.44,0.0,906.65,746.03,148.52,2679.47,41121.3,221100.3,4586.6,0.0,12030.05,592581.75,32235.4,903653.0,483.78,2601.18,53.96,0.0,141.53,6971.55,379.24,10631.24,100724,244999,5203,0,96965,669003,49891,1166785,1185.01,2882.36,61.23,0.0,1140.77,7870.65,586.97,13726.99
060701,51,51,51,51,51,51,51,51,3135.48,2177.19,195.33,0.0,4439.55,7062.48,3753.09,20761.0,61.48,42.69,3.83,0.0,87.05,138.48,73.59,407.12,32627.25,9919.5,175.44,0.0,37063.74,38386.68,6380.61,124550.0,639.75,194.5,3.44,0.0,726.74,752.68,125.11,2442.22,24672.78,106968.93,2751.96,0.0,6475.98,268231.95,15561.12,424658.0,483.78,2097.43,53.96,0.0,126.98,5259.45,305.12,8326.72,60434,119064,3121,0,47977,313679,25694,569969,1185.01,2334.62,61.23,0.0,940.77,6150.61,503.82,11176.06
070302,509,509,509,509,509,509,509,509,0.0,210308.62,6545.74,0.0,50630.23,553634.21,208822.34,1029939.0,0.0,413.18,12.86,0.0,99.47,1087.69,410.26,2023.46,15.27,187429.07,2570.45,0.0,329078.68,507534.08,189663.58,1216289.0,0.03,368.23,5.05,0.0,646.52,997.12,372.62,2389.57,0.0,1003875.25,33965.57,0.0,70527.04,2500289.44,106457.35,3715113.0,0.0,1972.25,66.73,0.0,138.56,4912.16,209.15,7298.85,15,1401612,43080,0,450235,3561457,504942,5961341,0.03,2753.66,84.64,0.0,884.55,6996.97,992.03,11711.88
070308,577,577,577,577,577,577,577,577,0.0,157780.65,31602.29,0.0,59044.41,407027.34,125537.89,780990.0,0.0,273.45,54.77,0.0,102.33,705.42,217.57,1353.54,17.31,205694.73,11136.1,0.0,385291.75,543089.71,246482.86,1391709.0,0.03,356.49,19.3,0.0,667.75,941.23,427.18,2411.98,0.0,892261.26,38503.21,0.0,94951.12,2441038.89,119917.91,3586670.0,0.0,1546.38,66.73,0.0,164.56,4230.57,207.83,6216.07,17,1255735,81241,0,539286,3391154,491936,5759369,0.03,2176.32,140.8,0.0,934.64,5877.22,852.58,9981.59
070310,67,67,67,67,67,67,67,67,0.0,34791.76,861.62,0.0,6390.46,82294.09,3497.4,127833.0,0.0,519.28,12.86,0.0,95.38,1228.27,52.2,1907.99,2.01,31531.54,338.35,0.0,102057.08,101712.7,23086.86,258726.0,0.03,470.62,5.05,0.0,1523.24,1518.1,344.58,3861.62,0.0,246698.02,4470.91,0.0,9283.52,622348.93,14156.43,896955.0,0.0,3682.06,66.73,0.0,138.56,9288.79,211.29,13387.43,2,313020,5669,0,117730,806354,40739,1283514,0.03,4671.96,84.64,0.0,1757.18,12035.16,608.07,19157.04
070311,267,267,267,267,267,267,267,267,0.0,16634.1,3433.62,0.0,25466.46,39742.95,13937.4,99212.0,0.0,62.3,12.86,0.0,95.38,148.85,52.2,371.59,8.01,50457.66,1348.35,0.0,102482.61,124851.87,90256.68,369402.0,0.03,188.98,5.05,0.0,383.83,467.61,338.04,1383.54,0.0,306184.92,17816.91,0.0,73155.33,862911.96,110134.83,1370200.0,0.0,1146.76,66.73,0.0,273.99,3231.88,412.49,5131.85,8,373275,22597,0,201103,1027504,214327,1838814,0.03,1398.04,84.64,0.0,753.2,3848.34,802.73,6886.98
070325,409,409,409,409,409,409,409,409,0.0,68446.15,19231.18,0.0,44486.93,193706.49,148965.98,474834.0,0.0,167.35,47.02,0.0,108.77,473.61,364.22,1160.97,12.27,171137.87,2089.99,0.0,265739.57,457609.65,180602.13,1077188.0,0.03,418.43,5.11,0.0,649.73,1118.85,441.57,2633.72,0.0,565278.9,27292.57,0.0,71669.07,1529598.65,85145.62,2278982.0,0.0,1382.1,66.73,0.0,175.23,3739.85,208.18,5572.09,12,804861,48612,0,381894,2180913,414712,3831004,0.03,1967.88,118.86,0.0,933.73,5332.31,1013.97,9366.78
070326,494,494,494,494,494,494,494,494,0.0,112449.22,6352.84,0.0,77241.84,342687.8,192986.04,731715.0,0.0,227.63,12.86,0.0,156.36,693.7,390.66,1481.21,14.82,180892.92,2494.7,0.0,303409.86,510776.24,234348.66,1231933.0,0.03,366.18,5.05,0.0,614.19,1033.96,474.39,2493.8,0.0,883711.66,32964.62,0.0,68448.64,2299980.02,103162.02,3388265.0,0.0,1788.89,66.73,0.0,138.56,4655.83,208.83,6858.84,14,1177052,41810,0,449098,3153443,530496,5351913,0.03,2382.7,84.64,0.0,909.11,6383.49,1073.88,10833.85
070327,524,524,524,524,524,524,524,524,0.0,201734.76,6738.64,0.0,51483.0,522050.72,202468.36,984473.0,0.0,384.99,12.86,0.0,98.25,996.28,386.39,1878.77,15.72,173637.88,2646.2,0.0,298355.12,457394.36,199874.56,1131921.0,0.03,331.37,5.05,0.0,569.38,872.89,381.44,2160.16,0.0,870164.88,34966.52,0.0,72605.44,2352094.52,108971.04,3438800.0,0.0,1660.62,66.73,0.0,138.56,4488.73,207.96,6562.6,15,1245535,44350,0,422443,3331538,511313,5555194,0.03,2376.98,84.64,0.0,806.19,6357.9,975.79,10601.53
070328,506,506,506,506,506,506,506,506,0.0,113516.04,6507.16,0.0,64287.3,329188.42,204241.84,717739.0,0.0,224.34,12.86,0.0,127.05,650.57,403.64,1418.46,15.18,153829.06,2555.3,0.0,364876.6,366369.3,201114.76,1088758.0,0.03,304.01,5.05,0.0,721.1,724.05,397.46,2151.7,0.0,840668.4,33765.38,0.0,70328.94,2358825.26,106118.32,3409704.0,0.0,1661.4,66.73,0.0,138.99,4661.71,209.72,6738.55,15,1108013,42827,0,499491,3054382,511473,5216201,0.03,2189.75,84.64,0.0,987.14,6036.33,1010.82,10308.71
