agency_code,pct_ap_a_as7_courses2,pct_ap_a_bl7_courses2,pct_ap_a_fem_courses2,pct_ap_a_hi7_courses2,pct_ap_a_male_courses2,pct_ap_a_mu7_courses2,pct_ap_a_swd_courses2,pct_ap_a_wh7_courses2,pct_ap_h_am7_courses2,pct_ap_h_as7_courses2,pct_ap_h_bl7_courses2,pct_ap_h_els_courses2,pct_ap_h_fem_courses2,pct_ap_h_hi7_courses2,pct_ap_h_male_courses2,pct_ap_h_mu7_courses2,pct_ap_h_swd_courses2,pct_ap_h_wh7_courses2,pct_ap_t_as7_courses2,pct_ap_t_bl7_courses2,pct_ap_t_fem_courses2,pct_ap_t_hi7_courses2,pct_ap_t_male_courses2,pct_ap_t_mu7_courses2,pct_ap_t_wh7_courses2,pct_ccp_a_am7_courses2,pct_ccp_a_as7_courses2,pct_ccp_a_bl7_courses2,pct_ccp_a_els_courses2,pct_ccp_a_fem_courses2,pct_ccp_a_hi7_courses2,pct_ccp_a_male_courses2,pct_ccp_a_mu7_courses2,pct_ccp_a_swd_courses2,pct_ccp_a_wh7_courses2,pct_ccp_h_am7_courses2,pct_ccp_h_as7_courses2,pct_ccp_h_bl7_courses2,pct_ccp_h_els_courses2,pct_ccp_h_fem_courses2,pct_ccp_h_hi7_courses2,pct_ccp_h_male_courses2,pct_ccp_h_mu7_courses2,pct_ccp_h_swd_courses2,pct_ccp_h_wh7_courses2,pct_ccp_t_bl7_courses2,pct_ccp_t_els_courses2,pct_ccp_t_fem_courses2,pct_ccp_t_hi7_courses2,pct_ccp_t_male_courses2,pct_ccp_t_mu7_courses2,pct_ccp_t_swd_courses2,pct_ccp_t_wh7_courses2,pct_ib_h_as7_courses2,pct_ib_h_bl7_courses2,pct_ib_h_fem_courses2,pct_ib_h_hi7_courses2,pct_ib_h_male_courses2,pct_ib_h_mu7_courses2,pct_ib_h_wh7_courses2,tot_num_ap_a_am7_courses2,tot_num_ap_a_as7_courses2,tot_num_ap_a_bl7_courses2,tot_num_ap_a_els_courses2,tot_num_ap_a_fem_courses2,tot_num_ap_a_hi7_courses2,tot_num_ap_a_male_courses2,tot_num_ap_a_mu7_courses2,tot_num_ap_a_other_courses2,tot_num_ap_a_pi7_courses2,tot_num_ap_a_swd_courses2,tot_num_ap_a_wh7_courses2,tot_num_ap_h_am7_courses2,tot_num_ap_h_as7_courses2,tot_num_ap_h_bl7_courses2,tot_num_ap_h_els_courses2,tot_num_ap_h_fem_courses2,tot_num_ap_h_hi7_courses2,tot_num_ap_h_male_courses2,tot_num_ap_h_mu7_courses2,tot_num_ap_h_other_courses2,tot_num_ap_h_pi7_courses2,tot_num_ap_h_swd_courses2,tot_num_ap_h_wh7_courses2,tot_num_ap_t_am7_courses2,tot_num_ap_t_as7_courses2,tot_num_ap_t_bl7_courses2,tot_num_ap_t_els_courses2,tot_num_ap_t_fem_courses2,tot_num_ap_t_hi7_courses2,tot_num_ap_t_male_courses2,tot_num_ap_t_mu7_courses2,tot_num_ap_t_other_courses2,tot_num_ap_t_pi7_courses2,tot_num_ap_t_swd_courses2,tot_num_ap_t_wh7_courses2,tot_num_ccp_a_am7_courses2,tot_num_ccp_a_as7_courses2,tot_num_ccp_a_bl7_courses2,tot_num_ccp_a_els_courses2,tot_num_ccp_a_fem_courses2,tot_num_ccp_a_hi7_courses2,tot_num_ccp_a_male_courses2,tot_num_ccp_a_mu7_courses2,tot_num_ccp_a_other_courses2,tot_num_ccp_a_pi7_courses2,tot_num_ccp_a_swd_courses2,tot_num_ccp_a_wh7_courses2,tot_num_ccp_h_am7_courses2,tot_num_ccp_h_as7_courses2,tot_num_ccp_h_bl7_courses2,tot_num_ccp_h_els_courses2,tot_num_ccp_h_fem_courses2,tot_num_ccp_h_hi7_courses2,tot_num_ccp_h_male_courses2,tot_num_ccp_h_mu7_courses2,tot_num_ccp_h_other_courses2,tot_num_ccp_h_pi7_courses2,tot_num_ccp_h_swd_courses2,tot_num_ccp_h_wh7_courses2,tot_num_ccp_i_am7_courses2,tot_num_ccp_i_as7_courses2,tot_num_ccp_i_bl7_courses2,tot_num_ccp_i_els_courses2,tot_num_ccp_i_fem_courses2,tot_num_ccp_i_hi7_courses2,tot_num_ccp_i_male_courses2,tot_num_ccp_i_mu7_courses2,tot_num_ccp_i_other_courses2,tot_num_ccp_i_pi7_courses2,tot_num_ccp_i_swd_courses2,tot_num_ccp_i_wh7_courses2,tot_num_ccp_t_am7_courses2,tot_num_ccp_t_as7_courses2,tot_num_ccp_t_bl7_courses2,tot_num_ccp_t_els_courses2,tot_num_ccp_t_fem_courses2,tot_num_ccp_t_hi7_courses2,tot_num_ccp_t_male_courses2,tot_num_ccp_t_mu7_courses2,tot_num_ccp_t_other_courses2,tot_num_ccp_t_pi7_courses2,tot_num_ccp_t_swd_courses2,tot_num_ccp_t_wh7_courses2,tot_num_ib_h_am7_courses2,tot_num_ib_h_as7_courses2,tot_num_ib_h_bl7_courses2,tot_num_ib_h_els_courses2,tot_num_ib_h_fem_courses2,tot_num_ib_h_hi7_courses2,tot_num_ib_h_male_courses2,tot_num_ib_h_mu7_courses2,tot_num_ib_h_other_courses2,tot_num_ib_h_pi7_courses2,tot_num_ib_h_swd_courses2,tot_num_ib_h_wh7_courses2,year_a_am7_courses2,year_a_as7_courses2,year_a_bl7_courses2,year_a_els_courses2,year_a_fem_courses2,year_a_hi7_courses2,year_a_male_courses2,year_a_mu7_courses2,year_a_other_courses2,year_a_pi7_courses2,year_a_swd_courses2,year_a_wh7_courses2,year_h_am7_courses2,year_h_as7_courses2,year_h_bl7_courses2,year_h_els_courses2,year_h_fem_courses2,year_h_hi7_courses2,year_h_male_courses2,year_h_mu7_courses2,year_h_other_courses2,year_h_pi7_courses2,year_h_swd_courses2,year_h_wh7_courses2,year_i_am7_courses2,year_i_as7_courses2,year_i_bl7_courses2,year_i_els_courses2,year_i_fem_courses2,year_i_hi7_courses2,year_i_male_courses2,year_i_mu7_courses2,year_i_other_courses2,year_i_pi7_courses2,year_i_swd_courses2,year_i_wh7_courses2,year_t_am7_courses2,year_t_as7_courses2,year_t_bl7_courses2,year_t_els_courses2,year_t_fem_courses2,year_t_hi7_courses2,year_t_male_courses2,year_t_mu7_courses2,year_t_other_courses2,year_t_pi7_courses2,year_t_swd_courses2,year_t_wh7_courses2
850324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0
850332,,,,,,,,,,,,,72.41,,,,,93.1,,,,,,,,,,,,,,,,,,,,,,62.5,,37.5,,11.72,89.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
850352,,,,,,,,,,,,,50.0,,50.0,,,90.74,,,,,,,,,,,,,,,,,,,,8.6,,56.45,,43.55,,9.68,84.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
850358,,,,,,,,,,,,,60.47,,39.53,,,90.7,,,,,,,,,,,,,,,,,,,,,,49.58,5.0,50.42,5.0,7.28,90.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
850360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25,,35.75,,,92.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
860316,,,,,,,,,,,,,56.52,,43.48,,,92.39,,,,,,,,,,,,,,,,,,,,5.0,,47.16,12.84,52.84,,9.85,81.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
860336,,,,,,,,,,,,,57.14,,42.86,,,91.07,,,,,,,,,,,,,,,,,,,,5.0,5.0,48.33,14.25,51.67,5.0,8.69,78.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
860352,,,,,,,,,,,,,65.28,27.78,34.72,,,70.83,,,,,,,,,,,,,,,,,,,,,5.0,57.25,26.02,42.75,,5.0,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
860354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.63,41.9,39.37,5.0,,52.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
861308,,,,,,,,,,,,,76.56,,23.44,,,81.25,,,,,,,,,,,,,,,,,,,,,,57.81,25.0,42.19,,,64.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
862312,,,,,,,,,,,,,64.62,,35.38,,,78.46,,,,,,,,,,,,,,,,,,,,6.94,,57.14,14.29,42.86,,5.71,73.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
86T000,,,62.5,,,,,91.67,,,,,,,,,,,,,,,,,,,,,,71.43,,,,,92.86,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870314,,,,,,,,,20.0,,,,62.0,,38.0,,,68.0,,,,,,,,,,,,,,,,,,17.95,,,,47.69,,52.31,5.13,14.36,72.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
880308,,,,,,,,,,,,,68.42,,31.58,,,86.32,,,,,,,,,,,,,,,,,,,,5.0,,47.75,6.18,52.25,6.18,7.02,81.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
880320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
880328,,,,,,,,,,,,,,,66.67,,,95.0,,,,,,,,,,,,,,,,,,,,,,35.51,,64.49,,14.49,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
890304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29,,55.88,15.69,44.12,,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900311,,,,,,,,,,8.58,5.57,,60.32,5.0,39.68,,,79.35,,,,,,,,,,,,,,,,,,,6.1,6.44,,64.41,6.1,35.59,,,79.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900316,,,,,,,,,,,20.56,,55.14,28.97,44.86,,,45.79,,,,,,,,,,,,,,,,,,,,19.51,5.28,38.62,34.55,61.38,,13.01,42.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900336,,,,,,,,,,,25.3,,65.06,62.65,34.94,,,12.05,,,,,,,,,,,,,,,,,,,,26.52,22.73,35.98,62.5,64.02,,12.88,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900342,,,,,,,,,,5.0,6.98,,51.94,9.3,48.06,,,78.29,,,,,,,,,,,,,,,,,,,5.0,11.42,5.0,48.48,17.25,51.52,5.0,6.29,65.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900344,,,,,,,,,,,,,52.82,6.15,47.18,,,85.64,,,,,,,,,,,,,,,,,,,,6.71,,52.35,8.72,47.65,,5.37,81.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900348,,,,,,,,,,,,,56.83,,43.17,,,86.89,,,,,,,,,,,,,,,,,,,,,,60.0,,40.0,,,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900360,,,,,,,,,,5.0,15.81,,56.7,9.97,43.3,5.0,,66.67,,,,,,,,,,,,,,,,,,,5.0,17.8,,44.98,11.97,55.02,5.0,7.77,62.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.38,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0
900366,,,,,,,,,,5.21,9.77,,51.14,10.1,48.86,,,72.31,,,,,,,,,,,,,,,,,,,6.32,5.75,,52.87,10.34,47.13,,,71.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,,,,,,,,,,,,,,,,,,,,,,,,,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,,61.97,30.63,38.03,,,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900377,,,,,,,,,,11.86,5.0,,54.33,5.0,45.67,5.0,,78.53,,,,,,,,,,,,,,,,,,,7.11,5.0,,65.4,7.11,34.6,,,78.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,,,,,,,,,,,,,,,,,,,,,,,,,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
900393,,,,,,,,,,15.71,5.0,,52.18,5.0,47.82,5.0,,73.47,,,,,,,,,,,,,,,,,,,9.0,5.0,,54.26,5.0,45.74,5.0,,79.56,,,,,,,,,22.12,,58.65,,41.35,9.62,61.54,,,,,,,,,,,,,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,,,,,,,,,,,,,,,,,,,,,,,,,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,,,,,,,,,,,,,,,,,,,,,,,,,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,
90A000,,,64.91,,35.09,,,83.33,,,,,,,,,,,,,,,,,,,,,,45.71,,54.29,,,91.43,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0
