agency_code,pct_met_4 year graduation rate_ltg,pct_met_el progress_ltg,pct_met_math grade 11_ltg,pct_met_math grades 3-8_ltg,pct_met_reading grade 10_ltg,pct_met_reading grades 3-8_ltg,pct_met_total targets_ltg,target_assign_4 year graduation rate_ltg,target_assign_el progress_ltg,target_assign_math grade 11_ltg,target_assign_math grades 3-8_ltg,target_assign_reading grade 10_ltg,target_assign_reading grades 3-8_ltg,target_assign_total targets_ltg,target_met_4 year graduation rate_ltg,target_met_el progress_ltg,target_met_math grade 11_ltg,target_met_math grades 3-8_ltg,target_met_reading grade 10_ltg,target_met_reading grades 3-8_ltg,target_met_total targets_ltg
340568,50.0,0.0,100.0,0.0,0.0,0.0,11.8,2.0,1.0,1.0,5.0,2.0,6.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
34B000,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,,5.0,,5.0,12.0,0.0,0.0,,0.0,,0.0,0.0
34D000,,100.0,,0.0,,0.0,9.1,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,0.0,1.0
34F000,,100.0,,0.0,,57.1,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,4.0,5.0
34G000,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
34H000,,,0.0,0.0,50.0,0.0,10.0,,,2.0,3.0,2.0,3.0,10.0,,,0.0,0.0,1.0,0.0,1.0
350304,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
350308,16.7,,20.0,,40.0,,25.0,6.0,,5.0,,5.0,,16.0,1.0,,1.0,,2.0,,4.0
350310,,,,14.3,,71.4,42.9,,,,7.0,,7.0,14.0,,,,1.0,,5.0,6.0
350312,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
350316,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
350317,,,,,0.0,,0.0,,,,,1.0,,1.0,,,,,0.0,,0.0
350318,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
350321,60.0,,100.0,,33.3,,60.0,5.0,,4.0,,6.0,,15.0,3.0,,4.0,,2.0,,9.0
350324,,,,40.0,,100.0,70.0,,,,5.0,,5.0,10.0,,,,2.0,,5.0,7.0
350330,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
350331,,,,33.3,,66.7,50.0,,,,6.0,,6.0,12.0,,,,2.0,,4.0,6.0
350332,,0.0,,16.7,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,1.0,,0.0,1.0
350336,75.0,,100.0,,25.0,,66.7,4.0,,4.0,,4.0,,12.0,3.0,,4.0,,1.0,,8.0
350338,,,,28.6,,14.3,21.4,,,,7.0,,7.0,14.0,,,,2.0,,1.0,3.0
350339,,0.0,,0.0,,0.0,0.0,,1.0,,5.0,,5.0,11.0,,0.0,,0.0,,0.0,0.0
350340,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
35A000,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
35B000,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
360310,33.3,0.0,16.7,,16.7,,21.1,6.0,1.0,6.0,,6.0,,19.0,2.0,0.0,1.0,,1.0,,4.0
360320,,,,20.0,,20.0,20.0,,,,5.0,,5.0,10.0,,,,1.0,,1.0,2.0
360324,,,,75.0,,25.0,50.0,,,,8.0,,8.0,16.0,,,,6.0,,2.0,8.0
360332,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
360336,0.0,,75.0,,0.0,,25.0,4.0,,4.0,,4.0,,12.0,0.0,,3.0,,0.0,,3.0
360337,100.0,,0.0,,100.0,,80.0,2.0,,1.0,,2.0,,5.0,2.0,,0.0,,2.0,,4.0
360339,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360340,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
360344,,100.0,,14.3,,42.9,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,3.0,5.0
360348,,100.0,,33.3,,33.3,42.9,,1.0,,3.0,,3.0,7.0,,1.0,,1.0,,1.0,3.0
360352,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360360,0.0,,66.7,,100.0,,55.6,3.0,,3.0,,3.0,,9.0,0.0,,2.0,,3.0,,5.0
360364,,,,66.7,,66.7,66.7,,,,3.0,,3.0,6.0,,,,2.0,,2.0,4.0
360372,0.0,,,0.0,,0.0,0.0,1.0,,,3.0,,3.0,7.0,0.0,,,0.0,,0.0,0.0
360376,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360378,20.0,,80.0,,20.0,,40.0,5.0,,5.0,,5.0,,15.0,1.0,,4.0,,1.0,,6.0
360380,,,,62.5,,75.0,68.8,,,,8.0,,8.0,16.0,,,,5.0,,6.0,11.0
360390,25.0,,66.7,,66.7,,50.0,4.0,,3.0,,3.0,,10.0,1.0,,2.0,,2.0,,5.0
360392,,0.0,,28.6,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,0.0,,2.0,,2.0,4.0
360394,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
360396,16.7,,20.0,,40.0,,25.0,6.0,,5.0,,5.0,,16.0,1.0,,1.0,,2.0,,4.0
360400,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
360408,,0.0,,0.0,,0.0,0.0,,1.0,,8.0,,8.0,17.0,,0.0,,0.0,,0.0,0.0
360418,100.0,,0.0,,33.3,,42.9,2.0,,2.0,,3.0,,7.0,2.0,,0.0,,1.0,,3.0
360420,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360426,,0.0,,37.5,,37.5,35.3,,1.0,,8.0,,8.0,17.0,,0.0,,3.0,,3.0,6.0
360428,0.0,0.0,60.0,,50.0,,33.3,6.0,1.0,5.0,,6.0,,18.0,0.0,0.0,3.0,,3.0,,6.0
360431,,,,20.0,,20.0,20.0,,,,5.0,,5.0,10.0,,,,1.0,,1.0,2.0
360432,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360436,,,,85.7,,14.3,50.0,,,,7.0,,7.0,14.0,,,,6.0,,1.0,7.0
360438,,0.0,,0.0,,14.3,6.7,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,1.0,1.0
360440,,0.0,,0.0,,0.0,0.0,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,0.0,0.0
360448,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
360456,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
360464,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360468,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
360470,20.0,0.0,80.0,,0.0,,31.3,5.0,1.0,5.0,,5.0,,16.0,1.0,0.0,4.0,,0.0,,5.0
360478,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
360480,,0.0,,28.6,,71.4,46.7,,1.0,,7.0,,7.0,15.0,,0.0,,2.0,,5.0,7.0
360482,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
360488,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360490,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
360492,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
360494,0.0,,100.0,,0.0,,33.3,3.0,,3.0,,3.0,,9.0,0.0,,3.0,,0.0,,3.0
360498,,100.0,,87.5,,37.5,64.7,,1.0,,8.0,,8.0,17.0,,1.0,,7.0,,3.0,11.0
360500,,,,83.3,,66.7,75.0,,,,6.0,,6.0,12.0,,,,5.0,,4.0,9.0
360504,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
360510,,,,0.0,,100.0,50.0,,,,4.0,,4.0,8.0,,,,0.0,,4.0,4.0
360514,,,,85.7,,28.6,57.1,,,,7.0,,7.0,14.0,,,,6.0,,2.0,8.0
360520,,0.0,,0.0,,14.3,6.7,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,1.0,1.0
360526,,,,57.1,,71.4,64.3,,,,7.0,,7.0,14.0,,,,4.0,,5.0,9.0
36B000,0.0,,100.0,12.5,0.0,37.5,27.3,2.0,,2.0,8.0,2.0,8.0,22.0,0.0,,2.0,1.0,0.0,3.0,6.0
36C000,100.0,,100.0,0.0,0.0,71.4,47.6,3.0,,2.0,7.0,2.0,7.0,21.0,3.0,,2.0,0.0,0.0,5.0,10.0
370304,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
370308,,,,40.0,,0.0,20.0,,,,5.0,,5.0,10.0,,,,2.0,,0.0,2.0
370312,25.0,,50.0,,0.0,,27.3,4.0,,4.0,,3.0,,11.0,1.0,,2.0,,0.0,,3.0
370316,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
370324,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
380306,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
380308,0.0,,100.0,,0.0,,33.3,3.0,,3.0,,3.0,,9.0,0.0,,3.0,,0.0,,3.0
380310,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
390309,,0.0,,28.6,,14.3,20.0,,1.0,,7.0,,7.0,15.0,,0.0,,2.0,,1.0,3.0
390311,,100.0,,14.3,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,2.0,4.0
390312,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
390314,,,,100.0,,100.0,100.0,,,,1.0,,1.0,2.0,,,,1.0,,1.0,2.0
390316,,100.0,,20.0,,20.0,27.3,,1.0,,5.0,,5.0,11.0,,1.0,,1.0,,1.0,3.0
390320,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
390322,20.0,100.0,80.0,,40.0,,50.0,5.0,1.0,5.0,,5.0,,16.0,1.0,1.0,4.0,,2.0,,8.0
390323,100.0,,100.0,,100.0,,100.0,1.0,,1.0,,1.0,,3.0,1.0,,1.0,,1.0,,3.0
390324,0.0,,66.7,,0.0,,20.0,4.0,,3.0,,3.0,,10.0,0.0,,2.0,,0.0,,2.0
390331,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
390333,,,,0.0,,40.0,20.0,,,,5.0,,5.0,10.0,,,,0.0,,2.0,2.0
390334,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
390336,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
390352,20.0,,0.0,,25.0,,15.4,5.0,,4.0,,4.0,,13.0,1.0,,0.0,,1.0,,2.0
390360,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
390362,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
390364,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
390368,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
390700,100.0,,0.0,,0.0,,33.3,2.0,,2.0,,2.0,,6.0,2.0,,0.0,,0.0,,2.0
39A000,,,100.0,40.0,0.0,60.0,50.0,,,2.0,5.0,2.0,5.0,14.0,,,2.0,2.0,0.0,3.0,7.0
39B000,100.0,,100.0,0.0,0.0,100.0,60.0,2.0,,2.0,2.0,2.0,2.0,10.0,2.0,,2.0,0.0,0.0,2.0,6.0
400308,60.0,0.0,0.0,,20.0,,25.0,5.0,1.0,5.0,,5.0,,16.0,3.0,0.0,0.0,,1.0,,4.0
400312,,0.0,,85.7,,71.4,73.3,,1.0,,7.0,,7.0,15.0,,0.0,,6.0,,5.0,11.0
400315,,,0.0,,100.0,,50.0,,,1.0,,1.0,,2.0,,,0.0,,1.0,,1.0
400318,,100.0,,14.3,,14.3,20.0,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,1.0,3.0
400321,,0.0,,,,,0.0,,1.0,,,,,1.0,,0.0,,,,,0.0
400332,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
410304,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
410307,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
410310,,100.0,,0.0,,28.6,20.0,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,2.0,3.0
410311,,,,0.0,,33.3,16.7,,,,6.0,,6.0,12.0,,,,0.0,,2.0,2.0
410313,,0.0,,22.2,,55.6,36.8,,1.0,,9.0,,9.0,19.0,,0.0,,2.0,,5.0,7.0
410316,,0.0,,0.0,,71.4,33.3,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,5.0,5.0
410319,0.0,100.0,0.0,,0.0,,8.3,4.0,1.0,3.0,,4.0,,12.0,0.0,1.0,0.0,,0.0,,1.0
410322,,0.0,,0.0,,14.3,6.7,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,1.0,1.0
410325,,,,25.0,,57.1,40.0,,,,8.0,,7.0,15.0,,,,2.0,,4.0,6.0
410328,,0.0,,0.0,,16.7,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,1.0,1.0
410331,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410334,,100.0,,0.0,,50.0,30.8,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,3.0,4.0
410337,,,,0.0,,75.0,37.5,,,,4.0,,4.0,8.0,,,,0.0,,3.0,3.0
410340,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
410341,,,,25.0,,25.0,25.0,,,,4.0,,4.0,8.0,,,,1.0,,1.0,2.0
410343,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
410346,,0.0,,0.0,,50.0,23.1,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,3.0,3.0
410349,,100.0,,16.7,,33.3,30.8,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,2.0,4.0
410355,20.0,0.0,0.0,,0.0,,6.7,5.0,1.0,4.0,,5.0,,15.0,1.0,0.0,0.0,,0.0,,1.0
410358,16.7,100.0,66.7,,33.3,,42.1,6.0,1.0,6.0,,6.0,,19.0,1.0,1.0,4.0,,2.0,,8.0
410361,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410364,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
410366,,100.0,,16.7,,0.0,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,0.0,2.0
410367,,0.0,,0.0,,25.0,11.8,,1.0,,8.0,,8.0,17.0,,0.0,,0.0,,2.0,2.0
410370,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
410373,,0.0,,0.0,,50.0,23.1,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,3.0,3.0
410376,,100.0,,60.0,,80.0,72.7,,1.0,,5.0,,5.0,11.0,,1.0,,3.0,,4.0,8.0
410382,,,,16.7,,33.3,25.0,,,,6.0,,6.0,12.0,,,,1.0,,2.0,3.0
410385,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
410388,,,,60.0,,0.0,30.0,,,,5.0,,5.0,10.0,,,,3.0,,0.0,3.0
410390,100.0,,100.0,,,,100.0,2.0,,1.0,,,,3.0,2.0,,1.0,,,,3.0
410391,100.0,,100.0,0.0,0.0,28.6,23.5,1.0,,1.0,7.0,1.0,7.0,17.0,1.0,,1.0,0.0,0.0,2.0,4.0
410394,0.0,100.0,80.0,,16.7,,33.3,6.0,1.0,5.0,,6.0,,18.0,0.0,1.0,4.0,,1.0,,6.0
410395,100.0,,100.0,,100.0,,100.0,1.0,,1.0,,1.0,,3.0,1.0,,1.0,,1.0,,3.0
410397,,0.0,,0.0,,75.0,35.3,,1.0,,8.0,,8.0,17.0,,0.0,,0.0,,6.0,6.0
410399,,,,,0.0,,0.0,,,,,1.0,,1.0,,,,,0.0,,0.0
410400,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
410401,100.0,,0.0,,100.0,,66.7,1.0,,1.0,,1.0,,3.0,1.0,,0.0,,1.0,,2.0
410402,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
410403,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
410406,25.0,0.0,83.3,,50.0,,47.8,8.0,1.0,6.0,,8.0,,23.0,2.0,0.0,5.0,,4.0,,11.0
410407,,,100.0,,0.0,,50.0,,,1.0,,1.0,,2.0,,,1.0,,0.0,,1.0
410408,0.0,,100.0,,,,50.0,1.0,,1.0,,,,2.0,0.0,,1.0,,,,1.0
410409,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
410412,,0.0,,12.5,,12.5,11.8,,1.0,,8.0,,8.0,17.0,,0.0,,1.0,,1.0,2.0
410415,,100.0,,16.7,,66.7,46.2,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,4.0,6.0
410418,,,,20.0,,60.0,40.0,,,,5.0,,5.0,10.0,,,,1.0,,3.0,4.0
410421,,0.0,,11.1,,11.1,10.5,,1.0,,9.0,,9.0,19.0,,0.0,,1.0,,1.0,2.0
410423,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
410424,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
410427,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
410430,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
410436,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
410437,,,,22.2,,44.4,33.3,,,,9.0,,9.0,18.0,,,,2.0,,4.0,6.0
410439,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410442,,0.0,,12.5,,62.5,35.3,,1.0,,8.0,,8.0,17.0,,0.0,,1.0,,5.0,6.0
410448,,,,0.0,,22.2,11.1,,,,9.0,,9.0,18.0,,,,0.0,,2.0,2.0
410451,,0.0,,0.0,,28.6,13.3,,1.0,,7.0,,7.0,15.0,,0.0,,0.0,,2.0,2.0
410454,,,,50.0,,25.0,37.5,,,,4.0,,4.0,8.0,,,,2.0,,1.0,3.0
410457,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
410460,,0.0,,0.0,,55.6,26.3,,1.0,,9.0,,9.0,19.0,,0.0,,0.0,,5.0,5.0
410461,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
410462,,100.0,,0.0,,42.9,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,3.0,4.0
410463,,100.0,,11.1,,55.6,36.8,,1.0,,9.0,,9.0,19.0,,1.0,,1.0,,5.0,7.0
410466,,100.0,,14.3,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,2.0,4.0
410469,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
410472,,100.0,,14.3,,42.9,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,3.0,5.0
410478,,100.0,,0.0,,0.0,11.1,,1.0,,4.0,,4.0,9.0,,1.0,,0.0,,0.0,1.0
410481,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410483,,,100.0,,100.0,,100.0,,,1.0,,1.0,,2.0,,,1.0,,1.0,,2.0
410484,0.0,0.0,16.7,,16.7,,10.5,6.0,1.0,6.0,,6.0,,19.0,0.0,0.0,1.0,,1.0,,2.0
410486,,,,20.0,,20.0,20.0,,,,5.0,,5.0,10.0,,,,1.0,,1.0,2.0
410487,,,,12.5,,62.5,37.5,,,,8.0,,8.0,16.0,,,,1.0,,5.0,6.0
410488,,,,12.5,,25.0,18.8,,,,8.0,,8.0,16.0,,,,1.0,,2.0,3.0
410489,0.0,,0.0,,25.0,,8.3,4.0,,4.0,,4.0,,12.0,0.0,,0.0,,1.0,,1.0
410490,16.7,,40.0,,33.3,,29.4,6.0,,5.0,,6.0,,17.0,1.0,,2.0,,2.0,,5.0
410491,,,,0.0,,28.6,14.3,,,,7.0,,7.0,14.0,,,,0.0,,2.0,2.0
410493,,,,11.1,,11.1,11.1,,,,9.0,,9.0,18.0,,,,1.0,,1.0,2.0
410496,,100.0,,0.0,,57.1,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,4.0,5.0
410499,,0.0,,0.0,,16.7,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,1.0,1.0
410502,,,,16.7,,16.7,16.7,,,,6.0,,6.0,12.0,,,,1.0,,1.0,2.0
410505,,100.0,,0.0,,0.0,6.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,0.0,1.0
410508,0.0,100.0,66.7,,0.0,,23.8,8.0,1.0,6.0,,6.0,,21.0,0.0,1.0,4.0,,0.0,,5.0
410511,,100.0,,0.0,,0.0,14.3,,1.0,,3.0,,3.0,7.0,,1.0,,0.0,,0.0,1.0
410514,,100.0,,0.0,,100.0,54.5,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,5.0,6.0
410517,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410522,,100.0,,0.0,,0.0,5.9,,1.0,,8.0,,8.0,17.0,,1.0,,0.0,,0.0,1.0
410523,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
410529,14.3,100.0,57.1,,85.7,,54.5,7.0,1.0,7.0,,7.0,,22.0,1.0,1.0,4.0,,6.0,,12.0
410530,,100.0,,0.0,,42.9,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,3.0,4.0
410532,,100.0,,14.3,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,2.0,4.0
410535,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
410538,,100.0,,0.0,,0.0,7.7,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,0.0,1.0
410541,,100.0,,0.0,,42.9,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,3.0,4.0
410542,,100.0,,33.3,,50.0,46.2,,1.0,,6.0,,6.0,13.0,,1.0,,2.0,,3.0,6.0
410544,0.0,100.0,66.7,,16.7,,30.0,7.0,1.0,6.0,,6.0,,20.0,0.0,1.0,4.0,,1.0,,6.0
410545,100.0,,100.0,,0.0,,57.1,2.0,,2.0,,3.0,,7.0,2.0,,2.0,,0.0,,4.0
410547,0.0,,80.0,,20.0,,33.3,5.0,,5.0,,5.0,,15.0,0.0,,4.0,,1.0,,5.0
410550,,,,12.5,,25.0,18.8,,,,8.0,,8.0,16.0,,,,1.0,,2.0,3.0
410553,,100.0,,0.0,,40.0,27.3,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,2.0,3.0
410556,0.0,0.0,50.0,,0.0,,15.0,6.0,1.0,6.0,,7.0,,20.0,0.0,0.0,3.0,,0.0,,3.0
410559,,0.0,,25.0,,50.0,35.3,,1.0,,8.0,,8.0,17.0,,0.0,,2.0,,4.0,6.0
410562,28.6,100.0,83.3,,0.0,,38.1,7.0,1.0,6.0,,7.0,,21.0,2.0,1.0,5.0,,0.0,,8.0
410565,,0.0,,11.1,,22.2,15.8,,1.0,,9.0,,9.0,19.0,,0.0,,1.0,,2.0,3.0
410568,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
410569,100.0,,100.0,,0.0,,66.7,1.0,,1.0,,1.0,,3.0,1.0,,1.0,,0.0,,2.0
410571,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
410574,,0.0,,0.0,,0.0,0.0,,1.0,,5.0,,5.0,11.0,,0.0,,0.0,,0.0,0.0
410577,,100.0,,0.0,,66.7,38.5,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,4.0,5.0
410578,,,,100.0,,33.3,66.7,,,,3.0,,3.0,6.0,,,,3.0,,1.0,4.0
410579,100.0,,0.0,,0.0,,33.3,1.0,,1.0,,1.0,,3.0,1.0,,0.0,,0.0,,1.0
410580,,100.0,,0.0,,85.7,46.7,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,6.0,7.0
410583,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
410586,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
410589,100.0,,50.0,,50.0,,66.7,2.0,,2.0,,2.0,,6.0,2.0,,1.0,,1.0,,4.0
410592,,,,16.7,,50.0,33.3,,,,6.0,,6.0,12.0,,,,1.0,,3.0,4.0
410595,33.3,100.0,50.0,,33.3,,42.1,6.0,1.0,6.0,,6.0,,19.0,2.0,1.0,3.0,,2.0,,8.0
410598,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
41B000,,,,20.0,,40.0,30.0,,,,5.0,,5.0,10.0,,,,1.0,,2.0,3.0
41C000,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
41D000,,,,62.5,,75.0,68.8,,,,8.0,,8.0,16.0,,,,5.0,,6.0,11.0
41F000,50.0,100.0,66.7,0.0,0.0,12.5,20.0,2.0,1.0,3.0,8.0,3.0,8.0,25.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0
41G000,,,0.0,16.7,0.0,83.3,37.5,,,2.0,6.0,2.0,6.0,16.0,,,0.0,1.0,0.0,5.0,6.0
41H000,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
41J000,,,,0.0,,57.1,28.6,,,,7.0,,7.0,14.0,,,,0.0,,4.0,4.0
41K000,0.0,,50.0,,0.0,,14.3,2.0,,2.0,,3.0,,7.0,0.0,,1.0,,0.0,,1.0
