agency_code,avg_size_00_SAR,avg_size_01_SAR,avg_size_02_SAR,avg_size_03_SAR,avg_size_04_SAR,avg_size_05_SAR,avg_size_06_SAR,avg_size_07_SAR,avg_size_08_SAR,avg_size_Biology_SAR,avg_size_English II_SAR,avg_size_Math I_SAR
730332,22.0,21.0,22.0,20.0,22.0,22.0,,,,,,
730334,19.0,16.0,17.0,20.0,,13.0,,,,,,
730340,18.0,18.0,17.0,19.0,11.0,21.0,,,,,,
730344,,,,,,,25.0,20.0,24.0,,,20.0
730348,21.0,21.0,15.0,19.0,17.0,18.0,,,,,,
730350,,,,,,,,,,18.0,14.0,20.0
730352,,,,,,,,,,23.0,16.0,19.0
730354,17.0,20.0,19.0,21.0,18.0,22.0,,,,,,
730356,19.0,21.0,17.0,23.0,19.0,21.0,,,,,,
730360,,,,,,,12.0,18.0,17.0,,,11.0
730368,17.0,18.0,18.0,18.0,15.0,16.0,,,,,,
730LEA,19.0,19.0,18.0,20.0,17.0,19.0,19.0,19.0,21.0,21.0,15.0,18.0
73B000,,,,,,,,,,18.0,20.0,15.0
740302,,,,,,,26.0,27.0,25.0,,,33.0
740304,,,,,25.0,25.0,,,,,,
740308,,,,,,,29.0,29.0,24.0,,,29.0
740309,,,,,,,,,,16.0,22.0,26.0
740310,,,,,17.0,20.0,,,,,,
740320,,,,,26.0,26.0,12.0,25.0,21.0,,,
740324,,,,,,,19.0,14.0,20.0,,,24.0
740330,,,,,23.0,23.0,,,,,,
740332,20.0,19.0,20.0,22.0,22.0,23.0,17.0,21.0,19.0,,,32.0
740333,,,,,,,,,,24.0,26.0,22.0
740334,,,,,16.0,18.0,,,,,,
740336,,,,,26.0,29.0,,,,,,
740337,,,,,,,24.0,26.0,24.0,,,34.0
740338,,,,,18.0,19.0,,,,,,
740340,,,,,,,21.0,22.0,23.0,,,22.0
740344,,,,,,,,,,18.0,17.0,20.0
740352,17.0,19.0,21.0,16.0,,,,,,,,7.0
740358,,,,,20.0,,19.0,28.0,17.0,,,16.0
740362,,,,,,,23.0,26.0,28.0,,,34.0
740366,,,,,,,,,,24.0,18.0,22.0
740368,,,,,21.0,26.0,,,,,,
740374,,,,,,,,,,22.0,24.0,17.0
740376,27.0,17.0,20.0,17.0,22.0,,19.0,20.0,16.0,,,19.0
740379,,,,,22.0,23.0,,,,,,
740380,,,,,22.0,20.0,,,,,,
740386,,,,,21.0,26.0,,,,,,
740388,,,,,,,,,,22.0,26.0,19.0
740390,,,,,17.0,20.0,,,,,,
740396,,,,,21.0,,27.0,20.0,22.0,,,
740400,,,,,22.0,17.0,,,,,,
740402,,,,,,,21.0,18.0,21.0,,,24.0
740404,,,,,23.0,24.0,,,,,,
740500,,,,,,,,,,16.0,15.0,17.0
740LEA,21.0,18.0,20.0,18.0,21.333333333333332,23.333333333333332,21.0,23.0,21.666666666666668,20.5,21.0,22.75
750304,18.0,13.0,17.0,16.0,18.0,16.0,,,,,,
750314,17.0,15.0,17.0,17.0,19.0,22.0,,,,,,
750317,,,,,,,,,,5.0,16.0,6.0
750318,,,,,,,,,,20.0,19.0,14.0
750319,,,,,,,15.0,18.0,17.0,,,22.0
750320,13.0,11.0,14.0,17.0,18.0,19.0,,,,,,
750328,16.0,15.0,15.0,16.0,14.0,12.0,,,,,,
750LEA,16.0,14.0,16.0,17.0,17.0,17.0,15.0,18.0,17.0,14.0,18.0,15.333333333333334
760304,20.0,18.0,13.0,17.0,15.0,19.0,,,,,,
760308,,,,,,,26.0,,,,,
760316,16.0,11.0,19.0,14.0,15.0,25.0,,,,,,
760318,,,,,,,,,,20.0,22.0,19.0
760320,18.0,18.0,16.0,15.0,21.0,17.0,,,,,,
760324,19.0,15.0,16.0,13.0,19.0,22.0,,,,,,
760328,21.0,18.0,14.0,20.0,19.0,19.0,,,,,,
760329,22.0,21.0,15.0,16.0,18.0,22.0,,,,,,
760330,22.0,16.0,21.0,18.0,29.0,,,,,,,
760331,18.0,20.0,21.0,16.0,19.0,23.0,,,,,,
760332,17.0,19.0,18.0,18.0,20.0,22.0,,,,,,
760336,17.0,16.0,15.0,16.0,22.0,24.0,,,,,,
760338,,,,,,,21.0,28.0,28.0,,,29.0
760339,,,,,,,,,,21.0,28.0,25.0
760340,16.0,19.0,17.0,15.0,18.0,18.0,,,,,,
760344,18.0,18.0,17.0,18.0,26.0,,,,,,,
760348,,,,,,,,,,25.0,20.0,20.0
760352,,,,,,28.0,25.0,26.0,27.0,,,33.0
760354,,,,,,,,,,16.0,22.0,18.0
760356,14.0,19.0,19.0,15.0,25.0,21.0,,,,,,
760357,,,,,,,24.0,24.0,29.0,,,28.0
760358,,,,,,,,,,24.0,21.0,18.0
760359,20.0,18.0,18.0,18.0,19.0,22.0,,,,,,
760360,,,,,,,27.0,24.0,25.0,,,33.0
760364,17.0,17.0,19.0,20.0,26.0,21.0,,,,,,
760368,17.0,18.0,18.0,16.0,23.0,23.0,,,,,,
760376,13.0,18.0,14.0,17.0,21.0,23.0,,,,,,
760378,,,,,,,,25.0,25.0,,,22.0
760380,,,,,,,,,,23.0,24.0,21.0
760382,,,,,,,17.0,16.0,15.0,,,11.0
760388,,,,,,,,,,19.0,29.0,25.0
760LEA,18.0,18.0,17.0,17.0,21.0,23.666666666666668,23.0,24.0,25.0,21.0,24.0,23.333333333333332
761304,,,,,,,,,,21.0,25.0,23.0
761308,,,,,,,18.0,23.0,21.0,,,27.0
761312,11.0,13.0,17.0,18.0,24.0,17.0,,,,,,
761320,17.0,18.0,14.0,16.0,20.0,20.0,,,,,,
761321,22.0,19.0,17.0,19.0,19.0,16.0,,,,,,
761328,19.0,21.0,19.0,15.0,22.0,20.0,,,,,,
761332,12.0,22.0,17.0,20.0,,20.0,,,,,,
761336,,,,,,,26.0,21.0,19.0,,,19.0
761LEA,16.0,19.0,17.0,18.0,21.0,19.0,22.0,22.0,20.0,21.0,25.0,23.0
76A000,,,,,,,,,,23.0,19.0,21.0
770310,16.0,16.0,18.0,15.0,19.0,20.0,,,,,,
770316,,,,,,,20.0,23.0,19.0,,,23.0
770318,,,,,20.0,22.0,,,,,,
770328,,,,,,,22.0,20.0,21.0,,,20.0
770340,20.0,16.0,18.0,20.0,21.0,23.0,,,,,,
770342,,,,,,,,,,7.0,9.0,9.0
770344,16.0,17.0,16.0,17.0,21.0,18.0,,,,,,
770346,18.0,18.0,17.0,16.0,,18.0,,,,,,
770348,,,,,,,,,,21.0,15.0,6.0
770349,,,,,,,,,,15.0,13.0,10.0
770351,,,,,,,,,,,,20.0
770360,,,,,,,23.0,20.0,19.0,,,31.0
770364,,,,,,,18.0,17.0,20.0,,,11.0
770368,11.0,19.0,16.0,21.0,18.0,21.0,,,,,,
770370,16.0,17.0,17.0,18.0,17.0,19.0,,,,,,
770LEA,16.0,17.0,17.0,18.0,19.0,20.0,21.0,20.0,20.0,13.666666666666666,12.0,14.5
780320,14.0,23.0,18.0,17.0,,19.0,,,,,,
780322,15.0,19.0,11.0,18.0,,,,,,,,
780324,,,,,14.0,15.0,10.0,14.0,17.0,,,15.0
780325,,,,,,,,,,14.0,18.0,16.0
780326,,,,,,19.0,22.0,22.0,16.0,,,
780328,16.0,17.0,20.0,17.0,,,,,,,,
780329,13.0,16.0,23.0,19.0,15.0,,,,,,,
780330,,,,,24.0,26.0,20.0,,,,,
780336,,,,,20.0,22.0,24.0,17.0,16.0,,,18.0
780340,18.0,19.0,22.0,11.0,18.0,,,,,,,
780341,,,,,,,,10.0,11.0,,,20.0
780342,,,,,,,,,,17.0,21.0,24.0
780344,15.0,19.0,19.0,20.0,21.0,14.0,,20.0,17.0,,,17.0
780352,,,,,,19.0,22.0,23.0,11.0,,,
780356,19.0,17.0,22.0,16.0,10.0,15.0,14.0,,,,,
780360,23.0,23.0,22.0,12.0,,11.0,,10.0,15.0,,,
780364,22.0,19.0,21.0,19.0,19.0,23.0,,,,,,
780368,,,,,,,22.0,18.0,18.0,,,23.0
780374,15.0,16.0,20.0,14.0,21.0,,,,,,,
780376,14.0,17.0,20.0,13.0,18.0,25.0,20.0,,,,,
780384,,,,,17.0,24.0,17.0,15.0,23.0,,,24.0
780385,,,,,,,,,,13.0,18.0,13.0
780390,17.0,16.0,17.0,18.0,19.0,,,,,,,
780391,,,,,,,,,,15.0,17.0,14.0
780392,13.0,17.0,19.0,21.0,20.0,14.0,,,,,,
780393,,,,,,29.0,19.0,26.0,17.0,,,17.0
780394,18.0,13.0,15.0,19.0,15.0,,,,,,,
780396,,,,,,,13.0,14.0,15.0,,,
780398,18.0,20.0,19.0,17.0,,,,,,,,
780400,21.0,18.0,16.0,11.0,22.0,21.0,,,,,,
780401,,,,,,,,,,19.0,21.0,24.0
780402,,,,,,,,,,17.0,14.0,17.0
780403,,,,,,,27.0,23.0,18.0,,,20.0
780407,17.0,16.0,19.0,18.0,,,,,,,,
780408,22.0,10.0,17.0,,,,,,,,,
780410,,,,,,23.0,23.0,13.0,12.0,,,
780412,21.0,15.0,17.0,18.0,24.0,28.0,23.0,,,,,
780416,20.0,18.0,21.0,17.0,23.0,26.0,21.0,,,,,
780417,,15.0,,12.0,11.0,,,,,,,
780418,11.0,14.0,,17.0,,,,,,,,
780420,,,,,,,,,,15.0,16.0,19.0
780LEA,17.666666666666668,18.333333333333332,19.666666666666668,16.0,18.333333333333332,20.75,19.5,17.0,16.333333333333332,16.0,18.0,19.0
78B000,,,,,,,,,,,,16.0
790302,18.0,22.0,21.0,19.0,26.0,21.0,,,,,,
790310,21.0,16.0,19.0,20.0,16.0,21.0,,,,,,
790314,,,,,,,,,,26.0,23.0,14.0
790318,19.0,18.0,19.0,20.0,28.0,26.0,,,,,,
790322,20.0,16.0,20.0,22.0,,,,,,,,
790327,22.0,17.0,20.0,25.0,27.0,25.0,,,,,,
790330,,,,,,,24.0,20.0,25.0,,,30.0
790334,21.0,16.0,21.0,18.0,,,,,,,,
790344,19.0,20.0,19.0,24.0,29.0,25.0,,,,,,
790347,20.0,16.0,21.0,23.0,24.0,26.0,,,,,,
790350,20.0,17.0,19.0,19.0,23.0,23.0,,,,,,
790354,,,,,,,,,,27.0,25.0,21.0
790358,20.0,19.0,19.0,20.0,,,,,,,,
790362,18.0,20.0,21.0,22.0,27.0,20.0,,,,,,
790366,,,,,,,,,,18.0,22.0,16.0
790374,,,,,,,18.0,22.0,23.0,,,22.0
790378,,,,,,,,,,28.0,27.0,19.0
790379,,,,,,,,,,16.0,21.0,13.0
790380,,,,,,,26.0,26.0,27.0,,,37.0
790386,18.0,23.0,18.0,15.0,20.0,19.0,,,,,,
790390,20.0,14.0,10.0,14.0,25.0,22.0,,,,,,
790392,,,,,,,,,,,,8.0
790394,,,,,,,28.0,26.0,24.0,,,28.0
790398,15.0,18.0,20.0,22.0,29.0,31.0,,,,,,
790402,23.0,18.0,17.0,20.0,20.0,28.0,,,,,,
790LEA,20.0,18.0,19.0,20.0,25.0,24.0,24.0,24.0,25.0,23.0,24.0,18.75
79A000,,,,,,,,,,,,21.0
800308,,,,,,,,,,15.0,9.0,9.0
800312,17.0,17.0,18.0,18.0,22.0,19.0,,,,,,
800314,,,,,,,23.0,21.0,21.0,,,23.0
800315,,,,,18.0,18.0,,,,,,
800316,,,,,18.0,20.0,,,,,,
800320,,,,,,,17.0,25.0,22.0,,,25.0
800324,20.0,17.0,17.0,19.0,,,,,,,,
800328,,,,,,,22.0,21.0,18.0,,,24.0
800340,,,,,,,,,,20.0,19.0,20.0
800346,,,,,25.0,23.0,,,,,,
800347,20.0,16.0,17.0,17.0,17.0,21.0,,,,,,
800348,18.0,20.0,19.0,17.0,17.0,24.0,,,,,,
800352,17.0,16.0,15.0,19.0,19.0,21.0,,,,,,
800356,20.0,18.0,19.0,21.0,24.0,22.0,,,,,,
800358,,,,,27.0,19.0,,,,,,
800359,19.0,15.0,14.0,14.0,18.0,14.0,,,,,,
800360,,,,,23.0,26.0,,,,,,
800361,,,,,,,,,,25.0,22.0,24.0
800362,,,,,16.0,20.0,,,,,,
800363,,,,,,,16.0,23.0,21.0,,,31.0
800364,,,,,18.0,24.0,,,,,,
800366,19.0,18.0,19.0,18.0,23.0,20.0,,,,,,
800368,18.0,19.0,21.0,21.0,25.0,21.0,,,,,,
800372,16.0,17.0,17.0,17.0,,15.0,,,,,,
800373,,,,,27.0,,,,,,,
800376,,,,,,,,,,18.0,14.0,19.0
800377,,,,,,,21.0,22.0,21.0,,,18.0
800392,23.0,18.0,20.0,20.0,21.0,22.0,,,,,,
800394,,,,,,,,,,16.0,21.0,18.0
800396,,,,,,,,,,20.0,19.0,14.0
800398,,,,,,,23.0,24.0,23.0,,,24.0
800400,,,,,,,,,,27.0,23.0,22.0
800408,,,,,,,,,,20.0,20.0,23.0
800410,,,,,,,26.0,23.0,24.0,,,24.0
800412,16.0,16.0,19.0,17.0,,,,,,,,
800LEA,19.0,17.0,18.0,18.0,21.0,21.0,21.0,23.0,21.0,18.666666666666668,15.666666666666666,18.5
810324,,,,,,,,,,19.0,18.0,15.0
810326,,,,,,,21.0,22.0,21.0,,,23.0
810328,18.0,20.0,16.0,14.0,23.0,19.0,,,,,,
810336,19.0,15.0,17.0,16.0,20.0,25.0,,,,,,
810340,,,,,,,,,,21.0,17.0,18.0
810342,,,,,,,20.0,21.0,22.0,,,24.0
810344,20.0,20.0,18.0,22.0,23.0,23.0,,,,,,
810350,20.0,19.0,18.0,21.0,21.0,20.0,,,,,,
810360,19.0,19.0,21.0,20.0,25.0,23.0,,,,,,
810364,19.0,18.0,18.0,18.0,21.0,18.0,,,,,,
810370,16.0,15.0,14.0,16.0,23.0,25.0,,,,,,
810378,,,,,,,23.0,21.0,21.0,,,28.0
810384,,,,,,,,,,15.0,19.0,18.0
810385,,,,,,,,,,25.0,14.0,11.0
810386,,,,,,,,,,6.0,5.0,5.0
810388,23.0,19.0,16.0,19.0,18.0,22.0,,,,,,
810396,20.0,16.0,18.0,18.0,19.0,19.0,,,,,,
810400,19.0,18.0,14.0,14.0,22.0,27.0,,,,,,
810LEA,19.0,18.0,17.0,18.0,22.0,22.0,21.0,21.0,21.0,14.333333333333334,12.333333333333334,16.0
81A000,,,,,,,,,,16.0,23.0,24.0
81B000,,,,,,,,,,7.0,7.0,13.0
820312,18.0,22.0,23.0,22.0,23.0,19.0,,,,,,
820320,19.0,18.0,15.0,17.0,19.0,20.0,,,,,,
820324,,,,,,,,,,20.0,16.0,12.0
820340,19.0,16.0,20.0,18.0,20.0,21.0,,,,,,
820346,17.0,18.0,18.0,19.0,23.0,20.0,,,,,,
820347,,,,,,,23.0,20.0,19.0,,,
820348,,,,,,,,,,17.0,19.0,18.0
820349,,,,,,,,,,16.0,20.0,17.0
820350,21.0,21.0,23.0,16.0,20.0,23.0,,,,,,
820352,,,,,,,,,,21.0,20.0,20.0
820354,,,,,,,25.0,27.0,26.0,,,
820364,21.0,18.0,17.0,20.0,17.0,20.0,,,,,,
820370,,,,,,,20.0,18.0,19.0,,,
820372,,,,,,,24.0,21.0,19.0,,,
820376,21.0,20.0,19.0,19.0,17.0,18.0,,,,,,
820384,18.0,17.0,16.0,16.0,,,,,,,,
820385,,,,,24.0,20.0,,,,,,
820388,,,,,,,,,,13.0,17.0,20.0
820LEA,19.0,19.0,19.0,18.0,20.0,20.0,23.0,22.0,21.0,17.0,18.5,17.5
821304,,,17.0,16.0,,,,,,,,
821308,,,,,,,,,,18.0,19.0,20.0
821316,18.0,18.0,,,,,,,,,,
821320,,,,,,,22.0,22.0,17.0,,,31.0
821330,,,,,22.0,21.0,,,,,,
821LEA,18.0,18.0,17.0,16.0,22.0,21.0,22.0,22.0,17.0,18.0,19.0,25.0
830304,,,,,,,20.0,20.0,22.0,,,24.0
830312,18.0,17.0,21.0,15.0,10.0,14.0,,,,,,
830316,,,,,,,,,,9.0,6.0,5.0
830320,20.0,19.0,18.0,15.0,19.0,17.0,,,,,,
830328,13.0,18.0,17.0,14.0,20.0,17.0,,,,,,
830336,21.0,22.0,18.0,13.0,,,,,,,,
830343,,,,,,,,,,18.0,21.0,19.0
830348,,,,,,,,,,17.0,17.0,16.0
830349,,,,,,,20.0,21.0,18.0,,,20.0
830356,19.0,16.0,15.0,15.0,19.0,21.0,,,,,,
830360,20.0,17.0,19.0,28.0,15.0,23.0,,,,,,
830364,19.0,18.0,23.0,19.0,19.0,20.0,,,,,,
830LEA,19.0,18.0,19.0,17.0,17.0,19.0,20.0,21.0,20.0,14.333333333333334,13.666666666666666,15.5
840302,,,,,,,,,,18.0,17.0,17.0
840303,,,,,,,19.0,17.0,16.0,,,12.0
840304,16.0,15.0,16.0,14.0,22.0,16.0,,,,,,
840308,18.0,18.0,12.0,21.0,22.0,21.0,,,,,,
840310,19.0,14.0,14.0,20.0,16.0,16.0,,,,,,
840312,14.0,21.0,15.0,20.0,20.0,,,,,,,
840316,13.0,19.0,15.0,12.0,15.0,17.0,,,,,,
840320,16.0,14.0,17.0,18.0,23.0,21.0,,,,,,
840324,20.0,17.0,18.0,14.0,20.0,20.0,,,,,,
840328,,,,,,,23.0,24.0,20.0,,,25.0
840332,,,,,,,,,,20.0,18.0,18.0
840336,16.0,20.0,20.0,18.0,22.0,20.0,,,,,,
840342,18.0,17.0,21.0,16.0,17.0,22.0,,,,,,
840344,12.0,17.0,19.0,18.0,22.0,18.0,,,,,,
840350,,,,,,,17.0,20.0,18.0,,,24.0
840356,,,,,,,,,,15.0,21.0,18.0
840358,,,,,,,20.0,21.0,21.0,,,18.0
840360,14.0,14.0,19.0,15.0,16.0,22.0,,,,,,
840361,,,,,,,,,,10.0,17.0,14.0
840368,,,,,,,,,,17.0,24.0,15.0
840370,,,,,,,,,,8.0,,
840LEA,16.666666666666668,17.0,18.333333333333332,16.666666666666668,19.0,20.0,20.0,21.0,19.0,15.0,19.5,18.0
84B000,,,,,,,,,,20.0,22.0,24.0
850304,,,,,,,25.0,21.0,24.0,,,18.0
850312,18.0,12.0,10.0,12.0,20.0,21.0,,,,,,
850314,20.0,18.0,18.0,16.0,26.0,27.0,,,,,,
850316,14.0,19.0,16.0,14.0,11.0,13.0,,,,,,
850320,20.0,15.0,16.0,18.0,13.0,19.0,,,,,,
850324,,,,,,,,,,,5.0,6.0
850328,17.0,17.0,15.0,16.0,21.0,26.0,,,,,,
850332,,,,,,,,,,13.0,11.0,10.0
850336,17.0,11.0,10.0,15.0,20.0,25.0,,,,,,
850338,,,,,,,22.0,23.0,25.0,,,17.0
850340,12.0,17.0,16.0,21.0,15.0,12.0,,,,,,
850342,18.0,17.0,19.0,21.0,16.0,20.0,,,,,,
850348,21.0,,21.0,14.0,14.0,24.0,,,,,,
850350,,,,,,,22.0,20.0,21.0,,,15.0
850352,,,,,,,,,,20.0,19.0,16.0
850354,22.0,19.0,16.0,15.0,19.0,21.0,,,,,,
850356,18.0,19.0,18.0,20.0,18.0,17.0,,,,,,
850358,,,,,,,,,,19.0,20.0,20.0
850360,,,,,,,,,,13.0,17.0,14.0
850LEA,18.0,16.0,16.0,17.0,18.0,20.0,23.0,21.0,23.0,16.0,12.333333333333334,13.25
860302,19.0,20.0,19.0,19.0,22.0,24.0,,,,,,
860306,,,,,,,22.0,24.0,23.0,,,22.0
860308,17.0,20.0,14.0,19.0,23.0,18.0,,,,,,
860312,17.0,14.0,20.0,20.0,22.0,23.0,,,,,,
860316,,,,,,,,,,16.0,21.0,18.0
860320,22.0,21.0,17.0,19.0,20.0,17.0,,,,,,
860324,18.0,19.0,19.0,17.0,,,,,,,,
860326,,,,,,,23.0,20.0,21.0,,,19.0
860330,,,,,,,15.0,19.0,20.0,,,20.0
860332,15.0,19.0,20.0,16.0,13.0,30.0,,,,,,
860336,,,,,,,,,,19.0,21.0,18.0
860339,16.0,14.0,21.0,17.0,23.0,23.0,,,,,,
860340,,,,,,,24.0,25.0,21.0,,,32.0
860344,18.0,16.0,21.0,17.0,19.0,22.0,,,,,,
860348,15.0,20.0,20.0,15.0,21.0,27.0,,,,,,
860352,,,,,,,,,,20.0,17.0,14.0
860354,,,,,,,,,,15.0,23.0,11.0
860356,12.0,17.0,17.0,18.0,18.0,19.0,,,,,,
860360,15.0,19.0,15.0,20.0,,26.0,,,,,,
860LEA,17.0,18.0,18.0,18.0,20.0,23.0,21.0,22.0,21.0,18.0,20.5,19.0
861304,17.0,16.0,18.0,18.0,20.0,24.0,21.0,,,,,
861308,,,,,,,,,,16.0,23.0,24.0
861312,,,,,,,,21.0,14.0,,,21.0
861LEA,17.0,16.0,18.0,18.0,20.0,24.0,21.0,21.0,14.0,16.0,23.0,22.666666666666668
862308,19.0,18.0,20.0,,,,,,,,,
862310,,,,19.0,23.0,25.0,,,,,,
862312,,,,,,,,,,21.0,31.0,21.0
862316,,,,,,,25.0,24.0,27.0,,,30.0
862LEA,19.0,18.0,20.0,19.0,23.0,25.0,25.0,24.0,27.0,21.0,31.0,25.0
86T000,,,,,,,,,,17.0,14.0,17.0
870314,,,,,,,,,,15.0,17.0,13.0
870318,,,,,,,21.0,22.0,20.0,,,24.0
870320,18.0,14.0,13.0,19.0,20.0,20.0,,,,,,
870324,14.0,14.0,13.0,13.0,19.0,15.0,,,,,,
870LEA,16.0,14.0,13.0,16.0,20.0,18.0,21.0,22.0,20.0,15.0,17.0,18.0
87A000,,,,,,,,,,,,6.0
880304,12.0,13.0,10.0,11.0,21.0,12.0,,,,,,
880308,,,,,,,,,,20.0,20.0,15.0
880312,,,,,,,21.0,17.0,17.0,,,20.0
880318,16.0,16.0,19.0,18.0,20.0,24.0,,,,,,
880320,,,,,,,,,,7.0,9.0,5.0
880324,15.0,15.0,15.0,21.0,17.0,19.0,,,,,,
880328,,,,,,,,,,15.0,18.0,12.0
880330,,,,,,,20.0,17.0,20.0,,,20.0
880336,18.0,15.0,12.0,18.0,19.0,23.0,,,,,,
880LEA,15.0,15.0,14.0,17.0,19.0,20.0,21.0,17.0,19.0,14.5,16.5,15.0
88A000,,,,,,,,,,,,11.0
890304,,,,,,,,,,12.0,9.0,18.0
890306,,,,,,,22.0,22.0,18.0,,,18.0
890308,12.0,18.0,14.0,17.0,26.0,25.0,,,,,,
890LEA,12.0,18.0,14.0,17.0,26.0,25.0,22.0,22.0,18.0,12.0,9.0,18.0
900302,18.0,20.0,21.0,20.0,20.0,22.0,,,,,,
900303,17.0,19.0,21.0,19.0,20.0,20.0,,,,,,
900304,15.0,18.0,16.0,17.0,18.0,20.0,,,,,,
900305,18.0,19.0,20.0,22.0,21.0,25.0,,,,,,
900306,13.0,15.0,17.0,17.0,13.0,,,,,,,
900307,20.0,21.0,20.0,19.0,24.0,19.0,,,,,,
900308,,,,,,,23.0,24.0,22.0,,,23.0
900310,,,,,,,28.0,28.0,30.0,,,32.0
900311,,,,,,,,,,28.0,26.0,26.0
900312,20.0,20.0,17.0,20.0,23.0,21.0,,,,,,
900314,,,,,,,26.0,16.0,22.0,,,26.0
900316,,,,,,,,,,16.0,25.0,20.0
900318,18.0,17.0,16.0,19.0,23.0,24.0,,,,,,
900320,19.0,19.0,19.0,18.0,21.0,25.0,,,,,,
900328,19.0,20.0,21.0,19.0,27.0,25.0,,,,,,
900332,17.0,14.0,16.0,16.0,16.0,20.0,,,,,,
900334,18.0,19.0,19.0,24.0,20.0,23.0,,,,,,
900336,,,,,,,,,,18.0,18.0,19.0
900340,22.0,20.0,18.0,20.0,,19.0,,,,,,
900341,19.0,17.0,17.0,19.0,24.0,23.0,,,,,,
900342,,,,,,,,,,23.0,21.0,19.0
900343,,,,,,,24.0,23.0,26.0,,,37.0
900344,,,,,,,,,,24.0,23.0,19.0
900346,,,,,,,24.0,26.0,31.0,,,28.0
900347,21.0,19.0,17.0,19.0,22.0,24.0,,,,,,
900348,,,,,,,,,,22.0,25.0,16.0
900350,,,,,,,25.0,28.0,27.0,,,28.0
900351,17.0,16.0,16.0,14.0,11.0,,,,,,,
900352,17.0,19.0,18.0,20.0,24.0,25.0,,,,,,
900353,18.0,21.0,18.0,20.0,21.0,27.0,,,,,,
900354,18.0,19.0,17.0,19.0,18.0,17.0,,,,,,
900356,18.0,19.0,18.0,16.0,16.0,19.0,,,,,,
900358,21.0,17.0,20.0,21.0,22.0,20.0,,,,,,
900360,,,,,,,,,,24.0,23.0,20.0
900362,,,,,,,24.0,25.0,24.0,,,30.0
900363,22.0,17.0,19.0,18.0,21.0,23.0,,,,,,
900364,17.0,17.0,21.0,19.0,15.0,16.0,,,,,,
900366,,,,,,,,,,27.0,31.0,25.0
900367,,,,,,,,,,16.0,19.0,19.0
900368,20.0,20.0,21.0,20.0,20.0,22.0,,,,,,
900370,17.0,16.0,20.0,18.0,16.0,18.0,,,,,,
900372,20.0,16.0,21.0,22.0,18.0,21.0,,,,,,
900376,22.0,20.0,22.0,20.0,20.0,23.0,,,,,,
900377,,,,,,,,,,27.0,29.0,27.0
900378,,,,,,,28.0,28.0,29.0,,,32.0
900380,20.0,18.0,16.0,17.0,23.0,20.0,,,,,,
900384,19.0,21.0,20.0,18.0,23.0,22.0,,,,,,
900388,19.0,14.0,14.0,16.0,12.0,15.0,,,,,,
900391,,,,,,,26.0,27.0,28.0,,,32.0
900393,,,,,,,,,,28.0,27.0,24.0
900LEA,19.0,18.0,19.0,19.0,20.0,21.0,25.0,25.0,27.0,23.0,24.0,25.333333333333332
90A000,,,,,,,,,,17.0,21.0,18.0
910304,,,,,30.0,24.0,,,,,,
910308,18.0,23.0,18.0,17.0,12.0,15.0,,,,,,
910311,23.0,19.0,19.0,13.0,22.0,22.0,,,,,,
910314,,,,,23.0,20.0,,,,,,
910316,,,,,,,20.0,15.0,,,,15.0
910320,,,,,,,19.0,,14.0,,,18.0
910340,13.0,13.0,12.0,15.0,24.0,,,,,,,
910346,16.0,22.0,14.0,18.0,10.0,12.0,,,,,,
910356,22.0,11.0,13.0,15.0,15.0,17.0,,,,,,
910364,,,,,,,,,,17.0,19.0,13.0
910368,,,,,,,,,,16.0,11.0,8.0
910370,,,,,,,,,,14.0,13.0,14.0
910376,18.0,11.0,16.0,14.0,16.0,23.0,,,,,,
910380,,,,,16.0,14.0,,,,,,
910382,,,,,,,,,,14.0,12.0,10.0
910384,,,,,,,29.0,20.0,23.0,,,23.0
910LEA,18.0,17.0,15.0,15.0,19.0,18.0,23.0,18.0,19.0,15.0,14.0,14.666666666666666
91A000,,,,,,,,,,20.0,24.0,15.0
91B000,,,,,,,,,,17.0,18.0,20.0
920302,19.0,19.0,18.0,18.0,23.0,21.0,,,,,,
920303,18.0,20.0,17.0,14.0,19.0,19.0,,,,,,
920304,21.0,17.0,20.0,17.0,20.0,24.0,,,,,,
920306,19.0,18.0,20.0,18.0,21.0,25.0,,,,,,
920307,19.0,17.0,20.0,17.0,24.0,24.0,,,,,,
920308,21.0,18.0,13.0,20.0,24.0,24.0,,,,,,
920312,,,,,,,26.0,28.0,31.0,,,31.0
920316,,,,,,,,,,23.0,25.0,15.0
920317,,,,,,,,,,30.0,26.0,22.0
920318,,,,,,,,,,26.0,22.0,16.0
920320,19.0,22.0,17.0,23.0,21.0,24.0,,,,,,
920324,,,,,,,,,,8.0,,10.0
920325,19.0,18.0,18.0,17.0,27.0,30.0,,,,,,
920326,17.0,17.0,18.0,17.0,24.0,22.0,,,,,,
920327,15.0,19.0,20.0,17.0,21.0,23.0,,,,,,
920328,17.0,19.0,21.0,18.0,25.0,21.0,,,,,,
920329,,,,,19.0,19.0,,,,,,
920332,19.0,16.0,19.0,16.0,29.0,27.0,,,,,,
920334,15.0,11.0,18.0,20.0,28.0,22.0,,,,,,
920336,20.0,16.0,17.0,14.0,19.0,23.0,,,,,,
920340,18.0,20.0,15.0,16.0,25.0,26.0,,,,,,
920342,20.0,19.0,18.0,20.0,22.0,22.0,,,,,,
920344,18.0,21.0,15.0,19.0,25.0,23.0,,,,,,
