District Name,unit_code,School Name,State Board Region,SPG Grade,SPG Score,Reading SPG Grade,Reading SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing Math III,4-Year Cohort Graduation Rate Score,State Gap Compared
Rowan-Salisbury Schools,800316,China Grove Elementary,Southwest Region,D,47.0,53.0,D,44.0,D,NotMet,57.7,45,48,41,49,,,,,,,,
Rowan-Salisbury Schools,800320,China Grove Middle,Southwest Region,C,59.0,57.0,C,46.0,D,Exceeded,89.3,51,50,37,78,100,,,,,,,
Rowan-Salisbury Schools,800324,Cleveland Elementary,Southwest Region,C,62.0,66.0,C,55.0,C,Met,81.9,57,61,50,64,,,,,,,,
Rowan-Salisbury Schools,800328,Corriher Lipe Middle,Southwest Region,D,43.0,51.0,D,30.0,F,NotMet,69.9,37,42,23,53,93,,,,,,,
Rowan-Salisbury Schools,800340,East Rowan High,Southwest Region,C,58.0,,,,,NotMet,58.3,58,,,,31,52,44,53,58,100,81,
Rowan-Salisbury Schools,800346,Koontz Elementary,Southwest Region,D,40.0,48.0,D,33.0,F,NotMet,64.3,35,39,27,43,,,,,,,,
Rowan-Salisbury Schools,800347,Shive Elementary,Southwest Region,C,62.0,67.0,C,59.0,C,NotMet,68.0,61,64,57,65,,,,,,,,
Rowan-Salisbury Schools,800348,Enochville Elementary,Southwest Region,C,62.0,59.0,C,66.0,C,Met,77.2,58,57,60,58,,,,,,,,
Rowan-Salisbury Schools,800352,Faith Elementary,Southwest Region,C,69.0,71.0,B,64.0,C,Exceeded,86.3,65,67,60,71,,,,,,,,
Rowan-Salisbury Schools,800356,Granite Quarry Elementary,Southwest Region,C,63.0,61.0,C,58.0,C,Met,83.2,58,56,53,80,,,,,,,,
Rowan-Salisbury Schools,800358,Isenberg Elementary,Southwest Region,D,47.0,50.0,D,40.0,D,Met,80.1,39,42,30,53,,,,,,,,
Rowan-Salisbury Schools,800359,Dole Elementary,Southwest Region,D,43.0,42.0,D,36.0,F,Exceeded,85.9,33,31,25,64,,,,,,,,
Rowan-Salisbury Schools,800360,Hurley Elementary,Southwest Region,D,50.0,53.0,D,45.0,D,Met,81.8,42,45,36,49,,,,,,,,
Rowan-Salisbury Schools,800361,Carson High,Southwest Region,B,73.0,,,,,Exceeded,92.5,68,,,,50,56,62,57,66,100,90,
Rowan-Salisbury Schools,800362,Knollwood Elementary,Southwest Region,D,47.0,49.0,D,41.0,D,Met,79.1,39,41,32,52,,,,,,,,
Rowan-Salisbury Schools,800363,Knox Middle,Southwest Region,D,43.0,48.0,D,33.0,F,Exceeded,90.1,31,36,19,42,72,,,,,,,
Rowan-Salisbury Schools,800364,Landis Elementary,Southwest Region,D,54.0,52.0,D,52.0,D,Met,79.7,47,45,44,60,,,,,,,,
Rowan-Salisbury Schools,800366,Millbridge Elementary,Southwest Region,C,65.0,64.0,C,62.0,C,Met,84.5,60,59,58,67,,,,,,,,
Rowan-Salisbury Schools,800368,Morgan Elementary,Southwest Region,C,61.0,64.0,C,56.0,C,Met,73.6,58,59,53,68,,,,,,,,
Rowan-Salisbury Schools,800372,Mt Ulla Elementary,Southwest Region,C,68.0,58.0,C,76.0,B,Met,83.4,65,52,73,73,,,,,,,,
Rowan-Salisbury Schools,800373,North Rowan Elementary,Southwest Region,F,37.0,41.0,D,35.0,F,NotMet,69.8,29,32,24,33,,,,,,,,
Rowan-Salisbury Schools,800376,North Rowan High,Southwest Region,D,48.0,,,,,NotMet,50.0,48,,,,26,31,18,32,47,100,79,
Rowan-Salisbury Schools,800377,North Rowan Middle,Southwest Region,D,48.0,49.0,D,36.0,F,Exceeded,89.1,37,38,24,58,92,,,,,,,
Rowan-Salisbury Schools,800392,Rockwell Elementary,Southwest Region,C,63.0,63.0,C,65.0,C,Met,76.6,60,60,61,59,,,,,,,,
Rowan-Salisbury Schools,800394,Rowan Co Early College,Southwest Region,B,77.0,,,,,NotMet,64.0,80,,,,73,75,57,86,,100,100,
Rowan-Salisbury Schools,800396,Salisbury High,Southwest Region,C,55.0,,,,,NotMet,57.2,54,,,,27,44,39,39,51,100,82,
Rowan-Salisbury Schools,800398,Southeast Middle,Southwest Region,D,47.0,53.0,D,38.0,F,NotMet,59.1,44,46,32,59,79,,,,,,,
Rowan-Salisbury Schools,800400,South Rowan High,Southwest Region,C,56.0,,,,,NotMet,51.2,58,,,,36,42,38,56,50,100,87,
Rowan-Salisbury Schools,800408,West Rowan High,Southwest Region,C,61.0,,,,,NotMet,56.1,62,,,,35,57,48,50,66,100,86,
Rowan-Salisbury Schools,800410,West Rowan Middle,Southwest Region,D,48.0,51.0,D,39.0,F,NotMet,57.4,45,47,34,59,84,,,,,,,
Rowan-Salisbury Schools,800412,Woodleaf Elementary,Southwest Region,C,63.0,58.0,C,66.0,C,Exceeded,87.1,57,52,60,65,,,,,,,,
Rutherford County Schools,810324,Chase High School,Western Region,B,72.0,,,,,Exceeded,90.2,68,,,,53,51,61,59,78,100,89,
Rutherford County Schools,810326,Chase Middle School,Western Region,C,56.0,55.0,C,53.0,D,NotMet,59.2,55,54,48,72,89,,,,,,,
Rutherford County Schools,810328,Cliffside Elementary School,Western Region,B,72.0,66.0,C,71.0,B,Met,81.1,70,62,71,93,,,,,,,,
Rutherford County Schools,810336,Forest City-Dunbar Elementary School,Western Region,C,61.0,59.0,C,59.0,C,NotMet,58.9,61,55,60,83,,,,,,,,
Rutherford County Schools,810340,East Rutherford High School,Western Region,C,69.0,,,,,Exceeded,85.1,66,,,,65,49,44,51,66,100,89,
Rutherford County Schools,810342,East Rutherford Middle School,Western Region,D,52.0,57.0,C,43.0,D,NotMet,56.4,51,54,38,68,92,,,,,,,
Rutherford County Schools,810344,Ellenboro Elementary School,Western Region,B,70.0,64.0,C,73.0,B,Met,71.7,69,62,73,80,,,,,,,,
Rutherford County Schools,810350,Forrest W. Hunt Elementary School,Western Region,B,75.0,64.0,C,79.0,B,Met,82.0,73,59,79,95,,,,,,,,
Rutherford County Schools,810360,Harris Elementary School,Western Region,B,70.0,72.0,B,65.0,C,Met,76.2,69,69,66,77,,,,,,,,
Rutherford County Schools,810364,Mt. Vernon-Ruth Elementary School,Western Region,C,60.0,66.0,C,52.0,D,NotMet,64.3,59,64,49,70,,,,,,,,
Rutherford County Schools,810370,Pinnacle Elementary School,Western Region,B,76.0,74.0,B,76.0,B,Met,75.9,76,73,77,80,,,,,,,,
Rutherford County Schools,810378,R-S Middle School,Western Region,C,62.0,58.0,C,57.0,C,Met,79.9,57,56,50,72,100,,,,,,,
Rutherford County Schools,810384,R-S Central High School,Western Region,C,60.0,,,,,NotMet,59.2,60,,,,40,42,52,53,70,100,87,
Rutherford County Schools,810385,Rutherford Early College High School,Western Region,A,89.0,,,,,Met,78.0,91,,,,84,87,90,92,,100,100,N
Rutherford County Schools,810386,Rutherford Opportunity Center,Western Region,,,,,,,,,,,,,,,,,,,,
Rutherford County Schools,810388,Rutherfordton Elementary School,Western Region,B,71.0,69.0,C,71.0,B,Met,83.9,68,65,68,77,,,,,,,,
Rutherford County Schools,810396,Spindale Elementary School,Western Region,C,62.0,56.0,C,64.0,C,Met,73.2,59,52,60,84,,,,,,,,
Rutherford County Schools,810400,Sunshine Elementary School,Western Region,B,75.0,75.0,B,73.0,B,Met,76.3,75,73,74,80,,,,,,,,
Sampson County Schools,820312,Roseboro Elementary,SandHills Region,C,61.0,59.0,C,58.0,C,Met,70.3,59,54,58,79,,,,,,,,
Sampson County Schools,820320,Clement Elementary,SandHills Region,B,78.0,73.0,B,80.0,B,Exceeded,87.5,75,70,79,79,,,,,,,,
Sampson County Schools,820324,Sampson Early College High,SandHills Region,B,84.0,,,,,Exceeded,91.8,82,,,,95,76,65,82,,100,90,
Sampson County Schools,820340,Hargrove Elementary,SandHills Region,B,75.0,65.0,C,78.0,B,Exceeded,91.6,71,61,75,90,,,,,,,,
Sampson County Schools,820346,Hobbton Elementary,SandHills Region,B,76.0,72.0,B,81.0,B,Met,70.5,78,72,82,82,,,,,,,,
Sampson County Schools,820347,Hobbton Middle,SandHills Region,C,62.0,60.0,C,61.0,C,Met,77.0,59,57,55,69,91,,,,,,,
Sampson County Schools,820348,Hobbton High,SandHills Region,C,69.0,,,,,Met,80.2,66,,,,65,53,36,56,78,100,82,
Sampson County Schools,820349,Lakewood High,SandHills Region,C,59.0,,,,,NotMet,60.9,58,,,,41,54,39,41,66,100,78,
Sampson County Schools,820350,Midway Elementary,SandHills Region,B,76.0,67.0,C,80.0,B,Exceeded,90.2,72,62,79,82,,,,,,,,
Sampson County Schools,820352,Midway High,SandHills Region,B,74.0,,,,,Met,74.3,74,,,,62,61,70,63,84,100,86,
Sampson County Schools,820354,Midway Middle,SandHills Region,C,68.0,62.0,C,67.0,C,Met,80.4,64,59,61,78,100,,,,,,,
Sampson County Schools,820364,Plain View Elementary,SandHills Region,B,79.0,73.0,B,79.0,B,Exceeded,87.0,77,71,78,94,,,,,,,,
Sampson County Schools,820370,Union Middle,SandHills Region,C,58.0,55.0,C,57.0,C,Met,83.1,52,49,48,60,100,,,,,,,
Sampson County Schools,820372,Roseboro-Salemburg Middle,SandHills Region,D,54.0,56.0,C,41.0,D,NotMet,68.0,50,51,36,80,100,,,,,,,
Sampson County Schools,820376,Salemburg Elementary,SandHills Region,C,64.0,57.0,C,65.0,C,Met,84.7,59,52,59,78,,,,,,,,
Sampson County Schools,820384,Union Elementary,SandHills Region,B,80.0,71.0,B,88.0,A,Exceeded,90.4,78,67,88,,,,,,,,,
Sampson County Schools,820385,Union Intermediate,SandHills Region,C,58.0,55.0,C,58.0,C,NotMet,58.6,58,52,57,74,,,,,,,,
Sampson County Schools,820388,Union High,SandHills Region,C,65.0,,,,,Met,82.8,61,,,,50,41,60,34,70,100,74,
Clinton City Schools,821304,Butler Avenue Elementary,SandHills Region,C,68.0,55.0,C,79.0,B,Exceeded,85.4,64,48,79,,,,,,,,,
Clinton City Schools,821308,Clinton High,SandHills Region,C,59.0,,,,,NotMet,51.9,61,,,,45,50,39,46,79,100,89,
Clinton City Schools,821316,Langdon C Kerr Elementary,SandHills Region,I,,,,,,,,,,,,,,,,,,,
Clinton City Schools,821320,Sampson Middle,SandHills Region,C,60.0,63.0,C,50.0,D,NotMet,67.9,58,58,49,74,100,,,,,,,
Clinton City Schools,821330,Sunset Avenue Elementary,SandHills Region,C,58.0,50.0,D,71.0,B,NotMet,61.7,58,49,66,59,,,,,,,,
Scotland County Schools,830304,Carver Middle,SandHills Region,D,54.0,54.0,D,50.0,D,NotMet,62.4,52,49,46,71,82,,,,,,,
Scotland County Schools,830312,Covington Street Elementary,SandHills Region,C,67.0,59.0,C,69.0,C,Met,81.8,64,54,67,84,,,,,,,,
Scotland County Schools,830316,Shaw Academy,SandHills Region,,,,,,,,,,,,,,,,,,,,
Scotland County Schools,830320,I E Johnson Elementary,SandHills Region,D,48.0,41.0,D,51.0,D,Met,83.5,40,30,43,57,,,,,,,,
Scotland County Schools,830328,Laurel Hill Elementary,SandHills Region,B,76.0,70.0,B,77.0,B,Met,78.7,76,67,80,91,,,,,,,,
Scotland County Schools,830336,North Laurinburg Elementary,SandHills Region,C,62.0,55.0,C,63.0,C,Met,80.0,57,48,60,79,,,,,,,,
Scotland County Schools,830343,Scotland High School,SandHills Region,C,57.0,,,,,NotMet,50.0,59,,,,40,39,48,37,68,100,83,
Scotland County Schools,830348,Scotland Early College High,SandHills Region,A,94.0,,,,,Exceeded,89.6,95,,,,100,95,93,81,,100,100,N
Scotland County Schools,830349,Spring Hill Middle,SandHills Region,C,61.0,62.0,C,49.0,D,Met,80.6,57,56,45,78,100,,,,,,,
Scotland County Schools,830356,South Scotland Elementary,SandHills Region,B,70.0,61.0,C,75.0,B,Met,84.8,66,56,72,81,,,,,,,,
Scotland County Schools,830360,Wagram Elementary,SandHills Region,C,57.0,50.0,D,59.0,C,Met,80.8,51,43,54,68,,,,,,,,
Scotland County Schools,830364,Sycamore Lane Elementary,SandHills Region,C,59.0,55.0,C,62.0,C,NotMet,68.1,56,49,62,64,,,,,,,,
Stanly County Schools,840302,Albemarle High,Southwest Region,C,56.0,,,,,NotMet,59.2,55,,,,43,34,30,43,60,100,78,
Stanly County Schools,840303,Albemarle Middle,Southwest Region,D,53.0,51.0,D,45.0,D,Met,74.5,47,45,38,68,100,,,,,,,
Stanly County Schools,840304,Aquadale Elementary,Southwest Region,C,68.0,64.0,C,71.0,B,NotMet,64.9,69,61,74,80,,,,,,,,
Stanly County Schools,840308,Badin Elementary,Southwest Region,C,63.0,68.0,C,51.0,D,Met,73.9,60,64,49,80,,,,,,,,
Stanly County Schools,840310,Central Elementary,Southwest Region,C,64.0,61.0,C,65.0,C,Exceeded,92.4,57,54,58,67,,,,,,,,
Stanly County Schools,840312,Endy Elementary,Southwest Region,C,55.0,52.0,D,56.0,C,NotMet,50.0,56,51,57,71,,,,,,,,
Stanly County Schools,840316,East Albemarle Elementary,Southwest Region,D,43.0,43.0,D,43.0,D,NotMet,58.1,39,35,40,52,,,,,,,,
Stanly County Schools,840320,Locust Elementary,Southwest Region,C,59.0,68.0,C,49.0,D,NotMet,63.7,58,63,48,72,,,,,,,,
Stanly County Schools,840324,Millingport Elementary,Southwest Region,C,63.0,62.0,C,60.0,C,Exceeded,86.2,57,55,55,68,,,,,,,,
Stanly County Schools,840328,North Stanly Middle,Southwest Region,C,66.0,62.0,C,60.0,C,Exceeded,85.3,62,61,52,83,100,,,,,,,
Stanly County Schools,840332,North Stanly High,Southwest Region,C,56.0,,,,,NotMet,50.0,58,,,,36,43,37,54,58,100,84,
Stanly County Schools,840336,Norwood Elementary,Southwest Region,C,59.0,59.0,C,57.0,C,Met,73.5,56,55,53,67,,,,,,,,
Stanly County Schools,840340,Oakboro Elementary,Southwest Region,C,64.0,57.0,C,66.0,C,Met,81.6,59,51,62,76,,,,,,,,
Stanly County Schools,840344,Richfield Elementary,Southwest Region,C,57.0,60.0,C,54.0,D,Met,76.4,52,55,48,53,,,,,,,,
Stanly County Schools,840350,West Stanly Middle School,Southwest Region,C,68.0,62.0,C,60.0,C,Exceeded,90.6,62,61,52,87,100,,,,,,,
Stanly County Schools,840356,South Stanly High,Southwest Region,C,64.0,,,,,Met,70.3,63,,,,45,56,54,48,67,100,82,
Stanly County Schools,840358,South Stanly Middle,Southwest Region,C,59.0,59.0,C,52.0,D,Met,81.0,54,55,43,73,100,,,,,,,
Stanly County Schools,840360,Stanfield Elementary,Southwest Region,C,63.0,64.0,C,64.0,C,Met,70.9,61,61,62,60,,,,,,,,
Stanly County Schools,840361,Stanly Early College High,Southwest Region,A,87.0,,,,,Met,81.2,88,,,,88,87,83,86,,100,100,N
Stanly County Schools,840368,West Stanly High,Southwest Region,B,73.0,,,,,Exceeded,85.4,70,,,,67,55,59,55,77,100,89,
Stanly County Schools,840370,Stanly Academy Learning Center,Southwest Region,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850304,Chestnut Grove Middle,Piedmont Triad Region,C,66.0,65.0,C,61.0,C,Met,81.4,62,62,56,79,100,,,,,,,
Stokes County Schools,850312,Germanton Elementary,Piedmont Triad Region,C,63.0,56.0,C,63.0,C,Met,78.7,59,52,58,87,,,,,,,,
Stokes County Schools,850314,Mount Olive Elementary,Piedmont Triad Region,B,70.0,67.0,C,72.0,B,Exceeded,85.5,67,62,70,69,,,,,,,,
Stokes County Schools,850316,King Elementary,Piedmont Triad Region,C,68.0,67.0,C,65.0,C,Exceeded,87.8,63,62,60,74,,,,,,,,
Stokes County Schools,850320,Lawsonville Elementary,Piedmont Triad Region,B,70.0,69.0,C,67.0,C,Met,81.2,68,66,65,81,,,,,,,,
Stokes County Schools,850324,Meadowbrook Academy,Piedmont Triad Region,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850328,Nancy Reynolds Elementary,Piedmont Triad Region,B,71.0,65.0,C,75.0,B,Exceeded,86.4,68,59,74,75,,,,,,,,
Stokes County Schools,850332,North Stokes High,Piedmont Triad Region,B,76.0,,,,,Exceeded,88.0,73,,,,51,65,60,64,79,100,92,
Stokes County Schools,850336,Pine Hall Elementary,Piedmont Triad Region,C,59.0,57.0,C,55.0,C,Met,75.7,55,51,53,78,,,,,,,,
Stokes County Schools,850338,Piney Grove Middle,Piedmont Triad Region,C,63.0,60.0,C,59.0,C,Met,83.9,57,54,53,76,,,,,,,,
Stokes County Schools,850340,Pinnacle Elementary,Piedmont Triad Region,C,65.0,61.0,C,65.0,C,Met,81.5,61,56,61,72,,,,,,,,
Stokes County Schools,850342,Poplar Springs Elementary,Piedmont Triad Region,C,63.0,60.0,C,66.0,C,NotMet,62.4,63,58,66,67,,,,,,,,
Stokes County Schools,850348,Sandy Ridge Elementary,Piedmont Triad Region,B,75.0,68.0,C,81.0,B,Met,82.2,74,66,79,79,,,,,,,,
Stokes County Schools,850350,Southeastern Middle,Piedmont Triad Region,C,61.0,60.0,C,58.0,C,Met,81.1,56,56,51,67,100,,,,,,,
Stokes County Schools,850352,South Stokes High,Piedmont Triad Region,B,76.0,,,,,Exceeded,88.7,72,,,,73,54,52,61,70,100,95,
Stokes County Schools,850354,London Elementary,Piedmont Triad Region,C,62.0,60.0,C,69.0,C,NotMet,58.7,63,56,72,59,,,,,,,,
Stokes County Schools,850356,Walnut Cove Elementary,Piedmont Triad Region,C,68.0,64.0,C,67.0,C,Met,79.3,65,60,65,86,,,,,,,,
Stokes County Schools,850358,West Stokes High,Piedmont Triad Region,C,68.0,,,,,NotMet,64.3,69,,,,50,59,56,60,74,94,94,
Stokes County Schools,850360,Stokes Early College,Piedmont Triad Region,B,83.0,,,,,NotMet,68.8,87,,,,78,85,69,90,,100,100,
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont Triad Region,B,74.0,69.0,C,77.0,B,Met,83.0,72,66,75,77,,,,,,,,
Surry County Schools,860306,Central Middle,Piedmont Triad Region,C,69.0,67.0,C,64.0,C,Exceeded,87.4,65,63,58,80,100,,,,,,,
Surry County Schools,860308,Copeland Elementary,Piedmont Triad Region,C,69.0,64.0,C,70.0,B,Met,78.9,66,59,71,75,,,,,,,,
Surry County Schools,860312,Dobson Elementary,Piedmont Triad Region,B,74.0,70.0,B,76.0,B,Met,82.0,72,67,74,81,,,,,,,,
Surry County Schools,860316,East Surry High,Piedmont Triad Region,B,74.0,,,,,Met,80.4,73,,,,67,60,56,64,73,100,93,
Surry County Schools,860320,Flat Rock Elementary,Piedmont Triad Region,B,75.0,68.0,C,82.0,B,Met,74.3,75,65,84,75,,,,,,,,
Surry County Schools,860324,Franklin Elementary,Piedmont Triad Region,C,64.0,64.0,C,58.0,C,Met,74.6,61,59,58,79,,,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,Piedmont Triad Region,C,67.0,71.0,B,56.0,C,Met,70.5,67,69,54,91,87,,,,,,,
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont Triad Region,C,60.0,62.0,C,54.0,D,NotMet,68.4,58,57,49,72,94,,,,,,,
Surry County Schools,860332,Mountain Park Elementary,Piedmont Triad Region,C,61.0,60.0,C,56.0,C,Met,82.0,55,54,51,72,,,,,,,,
Surry County Schools,860336,North Surry High,Piedmont Triad Region,C,68.0,,,,,Met,79.3,65,,,,58,51,45,59,65,100,84,
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont Triad Region,B,76.0,75.0,B,77.0,B,Met,83.1,74,73,75,79,,,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,Piedmont Triad Region,B,74.0,72.0,B,70.0,B,Exceeded,88.5,70,69,65,80,100,,,,,,,
Surry County Schools,860344,Rockford Elementary,Piedmont Triad Region,B,75.0,72.0,B,76.0,B,Exceeded,89.6,71,68,73,76,,,,,,,,
Surry County Schools,860348,Shoals Elementary,Piedmont Triad Region,A+NG,85.0,85.0,A,83.0,B,Met,84.0,85,84,84,88,,,,,,,,Y
Surry County Schools,860352,Surry Central High,Piedmont Triad Region,C,69.0,,,,,NotMet,65.0,70,,,,61,54,50,57,79,100,93,
Surry County Schools,860354,Surry Early College,Piedmont Triad Region,A+NG,93.0,,,,,Exceeded,92.6,94,,,,100,92,88,85,100,100,100,Y
Surry County Schools,860356,Westfield Elementary,Piedmont Triad Region,B,71.0,63.0,C,72.0,B,Met,79.5,69,60,70,87,,,,,,,,
Surry County Schools,860360,White Plains Elementary,Piedmont Triad Region,B,78.0,74.0,B,78.0,B,Exceeded,91.1,75,71,76,85,,,,,,,,
Elkin City Schools,861304,Elkin Elementary,Piedmont Triad Region,B,73.0,75.0,B,70.0,B,Met,72.7,73,73,70,82,,,,,,,,
Elkin City Schools,861308,Elkin High,Piedmont Triad Region,B,79.0,,,,,Met,83.1,78,,,,49,74,65,80,86,100,95,
Elkin City Schools,861312,Elkin Middle,Piedmont Triad Region,C,68.0,68.0,C,55.0,C,NotMet,69.2,67,67,52,88,100,,,,,,,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,Piedmont Triad Region,I,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,Piedmont Triad Region,B,71.0,62.0,C,74.0,B,Exceeded,89.6,66,58,69,81,,,,,,,,
Mount Airy City Schools,862312,Mount Airy High,Piedmont Triad Region,B,73.0,,,,,Met,82.1,71,,,,60,53,61,71,67,100,90,
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont Triad Region,C,61.0,64.0,C,56.0,C,NotMet,56.7,62,62,56,76,100,,,,,,,
Swain County Schools,870314,Swain County High School,Western Region,C,56.0,,,,,NotMet,50.0,58,,,,36,49,41,58,64,85,80,
Swain County Schools,870318,Swain County Middle School,Western Region,C,57.0,55.0,C,54.0,D,NotMet,68.2,54,54,47,72,100,,,,,,,
Swain County Schools,870320,Swain County East Elementary,Western Region,C,68.0,62.0,C,67.0,C,Exceeded,89.5,62,56,62,78,,,,,,,,
Swain County Schools,870324,Swain County West Elementary,Western Region,C,58.0,58.0,C,62.0,C,NotMet,62.5,56,55,59,51,,,,,,,,
Transylvania County Schools,880304,Brevard Elementary,Western Region,C,69.0,70.0,B,68.0,C,Met,75.2,68,68,67,71,,,,,,,,
Transylvania County Schools,880308,Brevard High,Western Region,B,76.0,,,,,Met,84.0,73,,,,60,65,56,70,73,100,92,
Transylvania County Schools,880312,Brevard Middle,Western Region,C,68.0,69.0,C,65.0,C,NotMet,67.1,68,68,61,85,89,,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,Western Region,C,65.0,69.0,C,63.0,C,NotMet,55.0,67,70,65,63,,,,,,,,
Transylvania County Schools,880320,Davidson River School,Western Region,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880324,Rosman Elementary,Western Region,B,74.0,78.0,B,71.0,B,Met,72.1,75,77,72,77,,,,,,,,
Transylvania County Schools,880328,Rosman High,Western Region,B,73.0,,,,,Met,81.6,70,,,,35,75,80,61,58,94,100,
Transylvania County Schools,880330,Rosman Middle,Western Region,C,68.0,69.0,C,58.0,C,Met,81.2,65,66,53,87,94,,,,,,,
Transylvania County Schools,880336,T C Henderson Elementary,Western Region,B,76.0,78.0,B,75.0,B,Met,71.8,78,78,75,86,,,,,,,,
Tyrrell County Schools,890304,Columbia High,Northeast Region,B,70.0,,,,,Exceeded,87.6,65,,,,29,63,62,59,69,100,92,
Tyrrell County Schools,890306,Columbia Middle,Northeast Region,D,53.0,49.0,D,45.0,D,NotMet,67.2,49,45,39,85,100,,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast Region,C,55.0,56.0,C,53.0,D,Met,76.3,49,50,46,57,,,,,,,,
Union County Public Schools,900302,Antioch Elementary,Southwest Region,A+NG,88.0,87.0,A,88.0,A,Met,79.2,91,89,91,100,,,,,,,,Y
Union County Public Schools,900303,Rea View Elementary,Southwest Region,A,91.0,90.0,A,92.0,A,Exceeded,85.5,93,90,94,95,,,,,,,,N
Union County Public Schools,900304,Benton Heights Elementary,Southwest Region,D,43.0,35.0,F,53.0,D,NotMet,68.3,37,25,48,36,,,,,,,,
Union County Public Schools,900305,New Town Elementary,Southwest Region,A+NG,88.0,85.0,A,89.0,A,Exceeded,88.2,88,85,89,90,,,,,,,,Y
Union County Public Schools,900306,East Elementary,Southwest Region,D,46.0,43.0,D,48.0,D,Met,82.8,36,33,39,39,,,,,,,,
Union County Public Schools,900307,Rocky River Elementary,Southwest Region,B,72.0,65.0,C,76.0,B,Met,72.6,72,61,80,82,,,,,,,,
Union County Public Schools,900308,East Union Middle,Southwest Region,D,46.0,44.0,D,46.0,D,NotMet,50.0,45,42,43,56,83,,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,Southwest Region,A,89.0,81.0,B,90.0,A,Exceeded,92.0,89,85,89,100,100,,,,,,,Y
Union County Public Schools,900311,Cuthbertson High,Southwest Region,A+NG,93.0,,,,,Exceeded,98.5,92,,,,90,88,85,91,92,100,100,Y
Union County Public Schools,900312,Fairview Elementary,Southwest Region,B,70.0,65.0,C,73.0,B,Met,74.7,68,63,71,77,,,,,,,,
Union County Public Schools,900314,Monroe Middle,Southwest Region,F,39.0,39.0,F,42.0,D,NotMet,50.9,36,34,37,36,100,,,,,,,
Union County Public Schools,900316,Forest Hills High,Southwest Region,C,59.0,,,,,NotMet,69.1,57,,,,31,46,51,50,73,100,84,
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest Region,B,71.0,70.0,B,71.0,B,Met,70.3,72,67,72,83,,,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,Southwest Region,B,73.0,71.0,B,80.0,B,Met,75.8,72,69,79,60,,,,,,,,
Union County Public Schools,900328,Kensington Elementary,Southwest Region,B,84.0,80.0,B,87.0,A,Met,83.5,84,80,88,87,,,,,,,,
Union County Public Schools,900332,Marshville Elementary,Southwest Region,D,50.0,51.0,D,52.0,D,NotMet,65.9,46,45,47,46,,,,,,,,
Union County Public Schools,900334,Marvin Elementary,Southwest Region,A+NG,88.0,85.0,A,90.0,A,Exceeded,86.3,88,85,90,92,,,,,,,,Y
Union County Public Schools,900336,Monroe High,Southwest Region,C,56.0,,,,,NotMet,69.8,53,,,,43,42,30,36,53,100,87,
Union County Public Schools,900340,New Salem Elementary,Southwest Region,C,68.0,71.0,B,71.0,B,NotMet,57.4,70,69,74,59,,,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest Region,C,67.0,65.0,C,69.0,C,NotMet,66.7,67,63,67,78,,,,,,,,
Union County Public Schools,900342,Porter Ridge High School,Southwest Region,B,74.0,,,,,Met,74.1,74,,,,60,71,58,73,75,100,93,
Union County Public Schools,900343,Porter Ridge Middle School,Southwest Region,C,66.0,67.0,C,63.0,C,NotMet,55.4,68,69,63,79,100,,,,,,,
Union County Public Schools,900344,Parkwood High,Southwest Region,C,65.0,,,,,NotMet,57.2,67,,,,55,61,53,67,72,100,94,
Union County Public Schools,900346,Parkwood Middle,Southwest Region,C,64.0,61.0,C,59.0,C,NotMet,62.0,64,63,55,88,100,,,,,,,
Union County Public Schools,900347,Poplin Elementary,Southwest Region,B,83.0,78.0,B,88.0,A,Met,82.3,83,77,89,84,,,,,,,,
Union County Public Schools,900348,Piedmont High,Southwest Region,A+NG,86.0,,,,,Exceeded,100.0,83,,,,73,77,79,76,84,100,100,Y
Union County Public Schools,900350,Piedmont Middle,Southwest Region,C,68.0,66.0,C,64.0,C,NotMet,55.5,71,68,66,89,100,,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,Southwest Region,B,70.0,56.0,C,85.0,A,Met,78.0,68,49,85,76,,,,,,,,
Union County Public Schools,900352,Prospect Elementary,Southwest Region,C,55.0,58.0,C,57.0,C,NotMet,63.6,53,54,53,49,,,,,,,,
